,company_name,company_rating,other_data
1327,PolicyBazaar,3.5,"Internet , 10k-50k Employees , Public , 16 years old , Indore +92 more"
1328,HCLTech,3.7,"IT Services & Consulting , 1 Lakh+ Employees , Public , 33 years old , Indore +184 more"
1329,Livpure,4.0,"Consumer Electronics & Appliances , 1k-5k Employees , 14 years old , Indore +71 more"
1330,World Network Services,3.5,Indore +15 more
1331,Varroc Group,3.8,"Auto Components , 1k-5k Employees , Public , 36 years old , Indore +34 more"
1332,MeritNation,3.5,"EdTech , 51-200 Employees , 36 years old , Indore +20 more"
1333,Techracers,4.3,"IT Services & Consulting , 51-200 Employees , Indore"
1334,Best Western,4.3,"Hospitality , 501-1k Employees , 78 years old , Indore +18 more"
1335,Hitaishin Infotech,3.1,"IT Services & Consulting , 11-50 Employees (Global) , 13 years old , Indore"
1336,Nava Bharath Fertilizers,4.1,"Agro Chemicals , 51-200 Employees , 9 years old , Indore +30 more"
1337,RSAL Steel,4.9,"Iron & Steel , 501-1k Employees , Indore +2 more"
1338,Gatiman Auto,4.0,"51-200 Employees , Indore +1 more"
1339,Annie Besant School,3.7,"Education & Training , Indore +3 more"
1340,Jajoo Surgicals,3.7,"51-200 Employees , 31 years old , Indore +2 more"
1341,News Track Infomedia,4.9,"15 years old , Indore"
1342,Diversitech General Engineering,4.5,"51-200 Employees , Indore +1 more"
1343,Ives Drugs,3.6,"11-50 Employees , Indore +1 more"
1344,Golden International School,4.9,"Education & Training , 51-200 Employees , Indore"
1345,AirNet Infotech,4.2,"IT Services & Consulting , 201-500 Employees (Global) , 9 years old , Indore +12 more"
1346,Yolax Infranergy,4.1,Indore +1 more
1347,Web Hungers,1.7,Indore
1348,P&p Infotech Applying Solutions,4.9,Indore
1349,Vishesh Hospital,3.9,Indore
1350,Barod Hospital,4.5,Indore
1351,Eco Build Engineers And Contractors,3.9,Indore +2 more
1352,Systango Technologies,3.0,"IT Services & Consulting , 201-500 Employees , 20 years old , Indore"
1353,Crossroads Clothing,2.4,"13 years old , Indore"
1354,Wanderland Real Estate,5.0,Indore
1355,INFINITY FABTECH,4.1,"11-50 Employees , Indore +1 more"
1356,Market Magnify,4.9,"Financial Services , 12 years old , Indore +1 more"
1357,Business Automation,4.4,"51-200 Employees , Indore +2 more"
1358,Covetus Technologies,4.3,"IT Services & Consulting , 51-200 Employees , Indore"
1359,Vishal Beverages,3.2,"51-200 Employees , Indore"
1360,Nivo Controls,1.7,"51-200 Employees , Indore"
1361,JICS LOGISTICS,4.2,Indore
1362,MPD INDUSTRIES,3.6,"51-200 Employees , Indore +1 more"
1363,Ebusiness Dotcom,3.7,"Internet , 11-50 Employees , Indore +2 more"
1364,Paramount Infotech,2.9,"24 years old , Indore"
1365,ProMED,5.0,"11-50 Employees , 53 years old , Indore"
1366,Uniquest Infra Ventures,4.3,Indore +3 more
1367,Cibirix,3.4,"Financial Services , Indore"
1368,Suyash Hospital,3.8,"51-200 Employees (Global) , 30 years old , Indore +4 more"
1369,Agarwal Group,3.7,"51-200 Employees , 58 years old , Indore +14 more"
1370,Pinnacle Financial Services,4.9,"Insurance , 201-500 Employees (Global) , 12 years old , Indore +3 more"
1371,Raneka Industries,3.6,"51-200 Employees , Indore +1 more"
1372,Smart Packaging System,5.0,Indore
1373,Indore Steel Iron Mills,4.1,"Iron & Steel , Indore +1 more"
1374,Ahuja Auto Abhikaran,2.9,Indore
1375,Bridgelogic Software,3.6,"IT Services & Consulting , 1-10 Employees , 19 years old , Indore"
1376,Indore Tools,2.3,"26 years old , Indore"
1377,Atriwal Infrastructure,4.4,"Real Estate , 14 years old , Indore +1 more"
1378,Ratan Group,4.4,Indore +3 more
1379,Research Bhaskar,2.8,Indore +1 more
1380,Mandot Securities,2.7,"Financial Services , 10 years old , Indore"
1381,Sushila Devi Bansal College of Technology,1.8,"Education & Training , 51-200 Employees , Indore"
1382,Twox Infotech,5.0,"10 years old , Indore"
1383,Choithram School,4.7,"Education & Training , 51-200 Employees , Indore"
1384,CapitalCow Research,4.5,"Financial Services , 12 years old , Indore"
1385,WealthChaser Global Research,3.9,"Financial Services , Indore +1 more"
1386,Bp Logistics,4.7,"19 years old , Indore +5 more"
1387,Picon Infotech,4.3,"51-200 Employees , Indore +1 more"
1388,Tech-Synergy,4.6,Indore +1 more
1389,Wittyfeed,3.0,"Internet , 51-200 Employees , Startup , 10 years old , Indore"
1390,High Brow Market Research Investment Advisor,3.9,Indore
1391,1ne Click Online,3.1,"Internet , 51-200 Employees , Startup , 10 years old , Indore +12 more"
1392,Nimbus Beverages,5.0,"1-10 Employees , Indore +5 more"
1393,Capital Vraddhi,4.3,"11-50 Employees (Global) , Indore"
1394,Apron Test Labs & Consultants,3.0,Indore +3 more
1395,KSM Bashir Mohammad & Sons,4.3,"51-200 Employees , Indore +5 more"
1396,The Equal Research,3.3,Indore
1397,ENERGY SOLUTIONS PRIVATE LIMITED,2.3,Indore +1 more
1398,Workpulse Software,3.8,"Software Product , Indore"
1399,Ektelon Engineering And Projects,4.7,"11-50 Employees , Indore"
1400,Vijayshri Packaging,3.7,"201-500 Employees , Indore"
1401,Uraan Softskills,3.1,"IT Services & Consulting , 11-50 Employees , 6 years old , Indore"
1402,Tirupati Technochem,4.7,Indore
1403,Techlene Software Solutions,4.5,"Software Product , 51-200 Employees , 9 years old , Indore"
1404,Gyrix TechnoLabs LLP,3.6,"IT Services & Consulting , 11-50 Employees (Global) , 12 years old , Indore"
1405,Unitelworks Wireless Solutions,2.6,"1-10 Employees , Indore +2 more"
1406,Decent Medical Equipment Systems,4.6,Indore +1 more
1407,Brisk Learning Solutions,3.9,"EdTech , 51-200 Employees , Indore +3 more"
1408,Aarogya Infotech & Management Systems,3.3,"11-50 Employees , Indore"
1409,Surajmal Tea,4.9,"11-50 Employees , Indore +1 more"
1410,Eagle Techsec Communications,4.7,Indore +2 more
1411,Annee Tradecom,2.6,"1-10 Employees , Indore +4 more"
1412,Shubh Laabh Reality,2.1,Indore
1413,Webllisto Technologies,1.9,Indore
1414,Reeformers,4.9,Indore
1415,Dave's Brother Technology,3.9,"IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Indore +1 more"
1416,Empower Professionals,3.2,Indore +1 more
1417,Codiotic Technologies,4.8,Indore
1418,Nestra Capital,4.2,Indore
1419,Bombay Hospital & Medical Research Centre,3.5,"1k-5k Employees , Mumbai +2 more"
1420,Keen Solution,5.0,Indore
1421,LeanCrop Technology Solutions,3.5,"Agriculture , Startup , 7 years old , Indore +3 more"
1422,Levers for Change,2.3,"15 years old , Indore +2 more"
1423,Dsand Animal Nutrition,3.2,Indore +1 more
1424,FidyPay,4.5,"Financial Services , 7 years old , Indore +1 more"
1425,Yutika Consumer,3.4,Indore +3 more
1426,Hunar Online Courses,4.1,"11-50 Employees , Indore +2 more"
1427,Rooprang Stores,3.5,Indore
1428,Farmkart,4.4,"7 years old , Indore +1 more"
1429,HieCOR Development,5.0,Indore
1430,Sumeru Global Support Solutions,2.5,Indore +2 more
1431,Dwellfox,3.4,"IT Services & Consulting , 51-200 Employees , 10 years old , Indore"
1432,Blockseed,4.0,"IT Services & Consulting , 1-10 Employees , Indore"
1433,AgileEngine,4.5,"IT Services & Consulting , 11-50 Employees , 11 years old , Indore +1 more"
1434,Divergent Software Labs,4.0,"Software Product , 11-50 Employees (Global) , Indore"
1435,BVM MicroSystems,4.4,"11-50 Employees , Indore"
1436,Shriram Automall,3.9,"Automobile , 1k-5k Employees , 13 years old , Ahmedabad +93 more"
1437,Ignis it Solutions,3.9,"IT Services & Consulting , 11-50 Employees (Global) , 14 years old , Indore"
1438,Mondelez International,4.4,"Food Processing , 1k-5k Employees , Forbes Global 2000 , 12 years old , Ahmedabad +136 more"
1439,Intex Technologies,3.7,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 28 years old , Ahmedabad +70 more"
1440,Simplex Infrastructures,3.3,"Engineering & Construction , 1k-5k Employees , Public , 100 years old , Indore +131 more"
1441,Life Insurance Corporation of India,4.4,"Insurance , 1 Lakh+ Employees , Fortune India 500 , 68 years old , Indore +415 more"
1442,SynapseIndia,2.5,"Emerging Technologies , Indore +7 more"
1443,Rajasthan Patrika,3.3,"Broadcasting , 1k-5k Employees , 68 years old , Indore +36 more"
1444,Indian Railways,4.2,"Railways , 1 Lakh+ Employees , Central , 171 years old , Indore +209 more"
1445,Mankind Pharma,4.1,"Pharma , 10k-50k Employees , Fortune India 500 , 29 years old , Indore +195 more"
1446,Allanasons,3.9,"Food Processing , 1k-5k Employees , 159 years old , Indore +26 more"
1447,ASAP Infotech,4.3,Indore +1 more
1448,SBI Capital Markets,4.0,"501-1k Employees , Public , 38 years old , Indore +69 more"
1449,Pfizer,4.1,"Pharma , 1k-5k Employees , Public , 20 years old , Indore +113 more"
1450,Honda,4.2,"Automobile , 10k-50k Employees , Forbes Global 2000 , 39 years old , Indore +192 more"
1451,Novartis,4.1,"Pharma , 1k-5k Employees , 28 years old , Indore +64 more"
1452,Volvo,4.1,"Automobile , 1k-5k Employees , Forbes Global 2000 , 97 years old , Indore +36 more"
1453,Cadila Pharmaceuticals,3.6,"Pharma , 5k-10k Employees , Public , 73 years old , Indore +114 more"
1454,TVS Electronics,3.9,"Consumer Electronics & Appliances , 501-1k Employees , Public , 38 years old , Indore +56 more"
1455,Kendriya Vidyalaya Sangathan,4.4,"Education & Training , 10k-50k Employees , Public , 61 years old , Indore +202 more"
1456,Wapcos,3.6,"Engineering & Construction , 1k-5k Employees , State , 55 years old , Indore +116 more"
1457,Intex Technologies,3.7,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 28 years old , Indore +70 more"
1458,Onicra Credit Rating Agency,2.6,"FinTech , 501-1k Employees , Public , 31 years old , Indore +30 more"
1459,Mondelez International,4.4,"Food Processing , 1k-5k Employees , Forbes Global 2000 , 12 years old , Indore +136 more"
1460,Ilead,3.2,"Education & Training , 1k-5k Employees (Global) , 14 years old , Indore +4 more"
1461,Transport Corporation Of India,4.1,"Logistics , 1k-5k Employees , Public , 66 years old , Indore +67 more"
1462,Panacea Biotec,3.9,"Biotechnology , 1k-5k Employees , Public , 40 years old , Indore +50 more"
1463,Ignis it Solutions,3.9,"IT Services & Consulting , 11-50 Employees (Global) , 14 years old , Indore"
1464,FDC,4.1,"Pharma , 5k-10k Employees , Public , 84 years old , Indore +97 more"
1465,MAHLE ANAND Filter Systems,4.2,"Auto Components , 1k-5k Employees , 19 years old , Indore +25 more"
1466,Precision Techserve,3.8,"IT Services & Consulting , 1k-5k Employees , 25 years old , Indore +84 more"
1467,India Cements,3.8,"Building Material , 1k-5k Employees , Public , 78 years old , Indore +78 more"
1468,Shriram Value Services,4.3,"IT Services & Consulting , 1k-5k Employees , 18 years old , Indore +25 more"
1469,Dr. Reddy's Foundation,4.1,"Non-Profit , 1k-5k Employees , 28 years old , Indore +71 more"
1470,Calsoft,3.2,"IT Services & Consulting , 1k-5k Employees , 26 years old , Pune +6 more"
1471,Eurokids,4.0,"Education & Training , 10k-50k Employees , 23 years old , Ahmedabad +62 more"
1472,Adroit Driveshafts,2.7,Indore
1473,Smashing Infolabs,5.0,Indore
1474,Kshema Power And Infrastructure Company,3.6,"Power , 51-200 Employees , 26 years old , Chennai +16 more"
1475,Vertex Customer Solutions,3.6,"IT Services & Consulting , 5k-10k Employees , 14 years old , Chennai +32 more"
1476,Rapido,3.8,"Internet , 1k-5k Employees , Startup , 9 years old , Ahmedabad +51 more"
1477,Mother Dairy Fruit & Vegetable,4.2,"Food Processing , 1k-5k Employees , 50 years old , Ahmedabad +111 more"
1478,Urban Company,3.6,"Internet , 1k-5k Employees , Indian Unicorn , 9 years old , Ahmedabad +52 more"
1479,Daikin,4.2,"Consumer Electronics & Appliances , 1k-5k Employees , Fortune India 500 , 24 years old , Ahmedabad +88 more"
1480,Levi Strauss & Co.,4.5,"Fashion & Textile , 1k-5k Employees , Public , 171 years old , Indore +68 more"
1481,Lite Bite Foods,4.4,"Hospitality , 1k-5k Employees , 23 years old , Indore +21 more"
1482,Shalimar Paints,3.9,"Chemicals , 1k-5k Employees , Public , 122 years old , Indore +61 more"
1483,TekFortune,3.8,"Recruitment , 11-50 Employees , Indore +2 more"
1484,Aarvee Associates,4.0,"Engineering & Construction , 1k-5k Employees , 35 years old , Indore +126 more"
1485,Can Fin Homes,3.4,"NBFC , 501-1k Employees , Public , 37 years old , Indore +54 more"
1486,Shriram Pistons & Rings,4.1,"Auto Components , 1k-5k Employees , Public , 61 years old , Indore +52 more"
1487,SS Group,4.2,"Real Estate , 51-200 Employees , 32 years old , Indore +8 more"
1488,Altruist Customer Management India,3.6,"BPO , 10k-50k Employees , 14 years old , Indore +13 more"
1489,BitCot Technologies,4.6,Indore +1 more
1490,Somany Ceramics,4.3,"Building Material , 1k-5k Employees , Public , 56 years old , Indore +65 more"
1491,Tenneco,3.8,"Auto Components , 1k-5k Employees , Forbes Global 2000 , 84 years old , Indore +35 more"
1492,Muthoot Fincorp,4.1,"NBFC , 10k-50k Employees , Conglomerate , 137 years old , Indore +548 more"
1493,JU Agri Sciences,4.3,"Agro Chemicals , 1k-5k Employees , 38 years old , Indore +22 more"
1494,Carnival Cinemas,3.2,"Media & Entertainment , 201-500 Employees , 12 years old , Indore +53 more"
1495,Orchids International School,3.1,"Education & Training , 1k-5k Employees , 20 years old , Indore +25 more"
1496,Asian Granito India,3.8,"Building Material , 1k-5k Employees , Public , 24 years old , Indore +53 more"
1497,Zydus Wellness,3.9,"FMCG , 501-1k Employees , Public , 36 years old , Indore +98 more"
1498,Shorewise Consulting,3.8,"IT Services & Consulting , 51-200 Employees , 18 years old , Indore +7 more"
1499,Redington,4.0,"Hardware & Networking , 1k-5k Employees , Public , 25 years old , Indore +42 more"
1500,Electronica Finance,4.2,"NBFC , 1k-5k Employees , Public , 34 years old , Indore +104 more"
1501,GVPR Engineers,4.0,"Engineering & Construction , 501-1k Employees , Public , 27 years old , Indore +66 more"
1502,IKF Finance,3.9,"NBFC , 1k-5k Employees , Public , 33 years old , Indore +86 more"
1503,Woodenstreet.com,3.5,"Furniture & Furnishing , 51-200 Employees , Startup , 9 years old , Indore +22 more"
1504,Nielsen,3.8,"Analytics & KPO , 1k-5k Employees , 101 years old , Indore +71 more"
1505,T4 Texultants,2.4,"11-50 Employees , Indore +1 more"
1506,ICICI Merchant Service,4.0,"Banking , 501-1k Employees , 15 years old , Indore +46 more"
1507,Fairfield Inn by Marriott,4.4,Indore +22 more
1508,Pariksha.Co,4.7,"Internet , 51-200 Employees , Startup , 9 years old , Indore +3 more"
1509,Temple Packaging,3.4,"501-1k Employees , 30 years old , Indore +14 more"
1510,House Of Anita Dongre,4.2,"Fashion & Textile , 1k-5k Employees , 26 years old , Indore +43 more"
1511,Panasonic Energy India Co,3.7,"Auto Components , 501-1k Employees , Public , 52 years old , Indore +15 more"
1512,Geodata,4.3,"Engineering & Construction , 51-200 Employees , 40 years old , Indore +7 more"
1513,Valere Labs,3.3,Indore +1 more
1514,CALIBEHR,4.0,"Recruitment , 10k-50k Employees , 45 years old , Indore +127 more"
1515,CMS IT Services,3.2,"IT Services & Consulting , 5k-10k Employees , Startup , 10 years old , Indore +135 more"
1516,DigiPrima Technologies,4.9,Indore
1517,Safeflex International,3.3,"51-200 Employees , 18 years old , Indore +1 more"
1518,Ambuja Cements,4.0,"Building Material , 5k-10k Employees , Public , 41 years old , Indore +197 more"
1519,SIS Prosegur Holdings,3.7,"Law Enforcement & Security , 10k-50k Employees , 29 years old , Indore +74 more"
1520,Kamdhenu Paints,3.9,"Building Material , 201-500 Employees (Global) , 16 years old , Indore +30 more"
1521,TUV SUD,4.0,"Other , 1k-5k Employees , 158 years old , Indore +96 more"
1522,VKC Group,4.0,"Fashion & Textile , 1k-5k Employees , 40 years old , Indore +38 more"
1523,Rare Hospitality & Services,3.8,"Facility Management Services , 5k-10k Employees (Global) , 35 years old , Indore +15 more"
1524,Louis Philippe,4.3,"Fashion & Textile , 1k-5k Employees , 35 years old , Indore +66 more"
1525,GREAT GALLEON,4.1,"5k-10k Employees , Indore"
1526,MasterCard,4.1,"FinTech , 5k-10k Employees , Forbes Global 2000 , 58 years old , Indore +14 more"
1527,Airtel Payments Bank,4.2,"FinTech , 501-1k Employees , Public , 8 years old , Indore +226 more"
1528,suzuki motor gujarat,4.3,"Fortune India 500 , Indore +95 more"
1529,FM LOGISTIC,3.9,"Logistics , 1k-5k Employees , 57 years old , Indore +31 more"
1530,Utkarsh Classes,4.6,"22 years old , Indore +5 more"
1531,Eicher Engineering Components,4.0,"Auto Components , 51-200 Employees , 32 years old , Indore +8 more"
1532,Capital Trust,4.0,"NBFC , 1k-5k Employees , Public , 38 years old , Indore +76 more"
1533,LMS India Private Limited Indore (M.P.),4.2,Indore +2 more
1534,Finolex Industries,4.1,"Building Material , 1k-5k Employees , Fortune India 500 , Indore +49 more"
1535,Continuum,4.8,"6 years old , Indore +5 more"
1536,SheThink,5.0,"IT Services & Consulting , 11-50 Employees , Indore"
1537,Mahindra Automotives,4.1,"Automobile , 10k-50k Employees , 76 years old , Indore +93 more"
1538,Samunnati Financial Intermediation and Services,4.5,"Financial Services , 201-500 Employees , Startup , 10 years old , Indore +53 more"
1539,Nippon Life India Asset Management,4.7,"Financial Services , 1k-5k Employees , Public , 29 years old , Indore +157 more"
1540,Amazon Web Services,4.0,"Software Product , 10k-50k Employees , Public , 18 years old , Indore +45 more"
1541,Midex Vashi Marketing,3.4,Indore +1 more
1542,Club Oxygen,4.2,"Hospitality , 201-500 Employees , Public , 6 years old , Indore +27 more"
1543,Adama,4.3,"Agro Chemicals , 201-500 Employees , 15 years old , Indore +57 more"
1544,Mother Dairy Fruit & Vegetable,4.2,"Food Processing , 1k-5k Employees , 50 years old , Indore +111 more"
1545,Vertex Customer Solutions,3.6,"IT Services & Consulting , 5k-10k Employees , 14 years old , Indore +32 more"
1546,F1 Info Solutions Services,3.9,"IT Services & Consulting , 201-500 Employees , 23 years old , Indore +42 more"
1547,Redington,4.0,"Hardware & Networking , 1k-5k Employees , Public , 25 years old , Indore +42 more"
1548,Kshema Power And Infrastructure Company,3.6,"Power , 51-200 Employees , 26 years old , Indore +16 more"
1549,WILBURT REMEDIES,2.9,Indore +3 more
1550,Rapido,3.8,"Internet , 1k-5k Employees , Startup , 9 years old , Indore +51 more"
1551,SV Management Consultants,4.1,"11-50 Employees , Indore +6 more"
1552,Hitachi Payment Services,3.8,"FinTech , 1k-5k Employees , 16 years old , Indore +45 more"
1553,BENTEC India,3.6,"Electrical Equipment , 201-500 Employees , Indore +19 more"
1554,Eran Group,3.3,Indore
1555,Johnson Controls Hitachi Air Conditioning,3.7,"Consumer Electronics & Appliances , Indore +33 more"
1556,SVC Co-Operative Bank,4.0,"Banking , 1k-5k Employees , 118 years old , Indore +33 more"
1557,Linamar,3.7,"51-200 Employees , Indore +3 more"
1558,RI Technologies,4.7,Indore +4 more
1559,Safeducate,4.1,"Education & Training , 11-50 Employees , 17 years old , Indore +27 more"
1560,Safeducate,4.1,"Education & Training , 11-50 Employees , 17 years old , Indore +27 more"
1561,Tufropes,4.0,"Import & Export , 1k-5k Employees , 31 years old , Indore +13 more"
1562,Addend Analytics,2.6,Indore +2 more
1563,Jupiter Wagons,4.0,"Railways , 501-1k Employees , 18 years old , Indore +6 more"
1564,KhataBook,3.6,"FinTech , 501-1k Employees , Startup , 6 years old , Indore +15 more"
1565,Bajaj Capital Insurance,3.7,"Insurance , 1k-5k Employees , 20 years old , Indore +99 more"
1566,IFF Overseas,2.7,Indore +1 more
1567,Royal Sundaram General Insurance,4.0,"Insurance , 1k-5k Employees , 23 years old , Indore +90 more"
1568,Radiant Cash Management Services,3.4,"Financial Services , 5k-10k Employees , 19 years old , Indore +48 more"
1569,Acme Cleantech Solutions,4.0,"Industrial Machinery , 1k-5k Employees , 21 years old , Indore +79 more"
1570,Fabindia,4.0,"Fashion & Textile , 1k-5k Employees , 66 years old , Indore +79 more"
1571,NEPRA Resource Management,4.1,"Waste Management , Indore +4 more"
1572,Shree Balaji Employment Services,3.2,"Recruitment , Indore"
1573,Rusan Pharma,3.6,"Pharma , 501-1k Employees , 30 years old , Indore +19 more"
1574,Ceat Tyres,4.1,"Auto Components , 5k-10k Employees , Public , 66 years old , Nagpur +116 more"
1575,Monetary Solution,3.7,"16 years old , Indore"
1576,Adama,4.3,"Agro Chemicals , 201-500 Employees , 15 years old , Hyderabad / Secunderabad +57 more"
1577,WILBURT REMEDIES,2.9,Indore +3 more
1578,SBES,3.3,Indore +3 more
1579,SV Management Consultants,4.1,"11-50 Employees , Indore +6 more"
1580,Johnson Controls Hitachi Air Conditioning,3.7,"Consumer Electronics & Appliances , Indore +33 more"
1581,Vastu Finserve,3.9,"51-200 Employees , Indore +25 more"
1582,Kärcher Cleaning Systems,4.0,"201-500 Employees , 89 years old , Indore +20 more"
1583,Aripra Infotech,5.0,"13 years old , Indore"
1584,Eicher VE commercial,4.4,Indore +13 more
1585,Gromor Finance,4.3,"Financial Services , 51-200 Employees , 8 years old , Indore +6 more"
1586,Fiserv,3.6,"FinTech , 5k-10k Employees , Forbes Global 2000 , 40 years old , Indore +29 more"
1587,Jio Platforms,3.6,"IT Services & Consulting , 5k-10k Employees , Indore +72 more"
1588,Micro Labs,3.7,"Pharma , 10k-50k Employees , 51 years old , Indore +119 more"
1589,JK Lakshmi Cement,3.9,"Building Material , 1k-5k Employees , Public , 42 years old , Indore +112 more"
1590,GD Goenka Public School,3.9,"Education & Training , 201-500 Employees , 30 years old , Indore +53 more"
1591,LTIMindtree,3.6,"IT Services & Consulting , 50k-1 Lakh Employees , Public , 27 years old , Indore +52 more"
1592,Shadowfax Technologies,3.7,"Logistics , 1k-5k Employees , Public , 9 years old , Indore +162 more"
1593,Forever Living Products,4.3,"Fitness & Wellness , 1k-5k Employees , 46 years old , Indore +68 more"
1594,FabHotels,3.1,"Hospitality , 501-1k Employees , Startup , 10 years old , Indore +28 more"
1595,LOREAL,4.1,"Beauty & Personal Care , 1k-5k Employees , Forbes Global 2000 , 33 years old , Indore +84 more"
1596,FIITJEE,3.5,"Education & Training , 1k-5k Employees , 32 years old , Indore +42 more"
1597,Benchmark Cars,4.5,"201-500 Employees (Global) , Indore +5 more"
1598,GTM Teleshopping,4.9,"Financial Services , Indore"
1599,Carnival Group,4.0,"Media & Entertainment , 51-200 Employees , Conglomerate , 17 years old , Indore +32 more"
1600,Capital Ways,1.3,"14 years old , Indore +1 more"
1601,La Sagesse,4.1,"51-200 Employees , Indore"
1602,Gruh Finance,4.3,"Financial Services , 501-1k Employees , Public , 36 years old , Indore +46 more"
1603,Aris Capital,3.3,"Financial Services , 51-200 Employees , 29 years old , Indore +10 more"
1604,Infoenum Software System,4.3,"Software Product , Indore +1 more"
1605,Millennium Baby Care,3.8,Indore +4 more
1606,Ashwarya Infotech,2.8,Indore +1 more
1607,Cyano Pharma,3.8,"51-200 Employees , Indore"
1608,Darling Pumps,3.8,"51-200 Employees , Indore +2 more"
1609,Hotel Winway,5.0,"51-200 Employees , Indore"
1610,Infocrats Web Solutions,3.0,"IT Services & Consulting , 11-50 Employees , 28 years old , Indore +1 more"
1611,Encodle Technologies,4.9,"8 years old , Indore"
1612,Seshsayi Foods,4.9,"51-200 Employees , Indore"
1613,Benchmark Cars,4.5,"201-500 Employees (Global) , Indore +5 more"
1614,Rudiment Webtech Solutions,2.6,Indore
1615,Axon Data,3.4,Indore
1616,Engineer Philosophy Web Services,5.0,"Financial Services , 51-200 Employees (Global) , Indore"
1617,Yug TechnoSoft,4.0,Indore
1618,Hindusthan Microfinance,4.2,"NBFC , 51-200 Employees , 16 years old , Indore +28 more"
1619,Kalmstrom Software,1.3,"Software Product , 12 years old , Indore"
1620,Devi Ahilya University,5.0,"Education & Training , Indore"
1621,Masterplast,3.4,Indore +1 more
1622,NARMADATECH,4.3,"11-50 Employees (Global) , Indore"
1623,United Project Construction,4.1,"Engineering & Construction , 27 years old , Indore +3 more"
1624,Seshsayi Foods,4.9,"51-200 Employees , Indore"
1625,Zeppelin Mobile Systems India,3.9,"Telecom , 51-200 Employees (Global) , 35 years old , Indore +2 more"
1626,Bishwanath Electronics,3.4,Indore
1627,P Kalani & Associates,2.8,Indore
1628,GR Herbals,2.8,Indore +2 more
1629,Rajkamal Builders,3.8,"43 years old , Indore +5 more"
1630,Login2Xplore,4.5,"1-10 Employees , Indore"
1631,Expand Grid,4.2,Indore
1632,Workie,3.8,Indore
1633,Shark Certification,4.0,Indore
1634,Axcon Data,2.6,Indore +1 more
1635,GoferMate.in,4.6,"9 years old , Indore"
1636,Effotel Hotel,5.0,Indore
1637,DEV VENTURES (I),4.5,"51-200 Employees , Indore +1 more"
1638,Brain Above InfoSol,4.2,"11-50 Employees , Indore +1 more"
1639,Best Western Plus O2,3.8,Indore +1 more
1640,Inoflex,3.7,"11-50 Employees , Indore"
1641,Capital Stroke,4.3,"51-200 Employees , Indore"
1642,Ssv Technologies,2.6,"11-50 Employees , 14 years old , Indore +3 more"
1643,Brilliant Estates,3.4,"51-200 Employees , Indore"
1644,Srijan Advertising,3.6,Indore +1 more
1645,Arogya Retail,4.5,"Retail , Indore"
1646,Yug TechnoSoft,4.0,Indore
1647,Rudiment Webtech Solutions,2.6,Indore
1648,Axon Data,3.4,Indore
1649,Engineer Philosophy Web Services,5.0,"Financial Services , 51-200 Employees (Global) , Indore"
1650,Cipco Pharmaceuticals,4.2,"11-50 Employees , Indore +1 more"
1651,CRAJEN SOFT INDORE,4.4,Indore
1652,Discover WebTech,4.0,Indore +2 more
1653,BioUrja Group,4.1,Indore
1654,The GRS Solution,4.1,Indore
1655,Voso Retail Tech,2.5,Indore
1656,Kivisory Skills,5.0,Indore
1657,Millennium Baby Care,3.8,Pithampur +4 more
1658,Balaji Security Services,4.3,"25 years old , Indore +7 more"
1659,Reinforce Software Solutions,4.6,"Software Product , 11-50 Employees , 13 years old , Indore"
1660,Century 21 Town Planners,4.9,"51-200 Employees , 18 years old , Indore"
1661,Abhikaran Honda,2.9,"Telecom , 51-200 Employees , Indore +1 more"
1662,Convenient MEP Consultant LLP,4.4,"11-50 Employees , Indore"
1663,RAJPAL ABHIKARAN,4.7,"51-200 Employees , Indore +1 more"
1664,Yberry Infosystem,3.6,"Financial Services , Indore"
1665,Infoenum Software System,4.3,"Software Product , Indore +1 more"
1666,Jindal Quality Tubular,4.1,"9 years old , Indore +5 more"
1667,Altius Institute of Universal Studies,4.6,"Education & Training , Indore"
1668,Capri Hospitality Services,3.1,"51-200 Employees , Indore +3 more"
1669,Sigma Group,4.4,"51-200 Employees , Indore +2 more"
1670,Encodle Technologies,4.9,"8 years old , Indore"
1671,Bio-vaccines,3.6,"47 years old , Indore"
1672,Dharti Agro Chemicals,4.4,"51-200 Employees , Indore +1 more"
1673,Siena Engineering,1.8,"201-500 Employees , 33 years old , Indore"
1674,Open Dox Technology,3.0,"11-50 Employees (Global) , Indore"
1675,Cubedots,1.5,"IT Services & Consulting , 8 years old , Indore"
1676,Soulager Healthcare,4.3,"51-200 Employees , 8 years old , Indore"
1677,Hotel Waterlily,2.4,"11-50 Employees , Indore"
1678,Argalon Technologies,1.7,"Financial Services , 11-50 Employees (Global) , 10 years old , Indore"
1679,Synchem Pharmaceuticals,4.2,"51-200 Employees , Indore +2 more"
1680,Hindusthan Microfinance,4.2,"NBFC , 51-200 Employees , 16 years old , Indore +28 more"
1681,Nvis Technologies,2.6,"14 years old , Indore"
1682,Precious Infosystem,3.3,"9 years old , Indore"
1683,Eco pro Environmental Services,4.9,Indore +1 more
1684,Darling Pumps,3.8,"51-200 Employees , Indore +2 more"
1685,Aris Capital,3.3,"Financial Services , 51-200 Employees , 29 years old , Indore +10 more"
