,company_name,company_rating,other_data
0,Zydus Lifesciences,4.2,"Pharma , 10k-50k Employees , Public , 72 years old , Ahmedabad +152 more"
1,Intas Pharmaceuticals,4.2,"Pharma , 10k-50k Employees , Fortune India 500 , 47 years old , Ahmedabad +116 more"
2,Vodafone Idea,4.2,"Telecom , 5k-10k Employees , Public , 6 years old , Ahmedabad +637 more"
3,TTEC India,3.8,"BPO , 1k-5k Employees , Public , 40 years old , Ahmedabad +24 more"
4,Cadila Pharmaceuticals,3.6,"Pharma , 5k-10k Employees , Public , 73 years old , Ahmedabad +114 more"
5,Amneal Pharmaceuticals,4.3,"Pharma , 5k-10k Employees , 22 years old , Ahmedabad +26 more"
6,Torrent Pharmaceuticals,4.0,"Pharma , 10k-50k Employees , Public , 53 years old , Ahmedabad +97 more"
7,TCS,3.8,"IT Services & Consulting , 1 Lakh+ Employees , Public , 56 years old , Ahmedabad +349 more"
8,S&P Global,4.2,"Analytics & KPO , 10k-50k Employees , Public , 164 years old , Ahmedabad +24 more"
9,Lambda Therapeutic Research,4.7,"Clinical Research , 1k-5k Employees , 25 years old , Ahmedabad +6 more"
10,Arvind Group,4.1,"Fashion & Textile , 10k-50k Employees , Public , 93 years old , Ahmedabad +80 more"
11,HDFC Bank,4.0,"Banking , 1 Lakh+ Employees , Public , 30 years old , Ahmedabad +1560 more"
12,ICICI Bank,4.0,"Banking , 1 Lakh+ Employees , Public , 30 years old , Ahmedabad +1295 more"
13,Torrent Power,3.8,"Power , 5k-10k Employees , Public , 28 years old , Ahmedabad +38 more"
14,Tech Mahindra,3.7,"IT Services & Consulting , 1 Lakh+ Employees , Public , 38 years old , Ahmedabad +269 more"
15,Petpooja,4.4,"Software Product , 1k-5k Employees , 13 years old , Ahmedabad +53 more"
16,Kotak Mahindra Bank,3.9,"Banking , 50k-1 Lakh Employees , Public , 21 years old , Ahmedabad +573 more"
17,Adani Group,4.0,"Power , 10k-50k Employees , Public , 36 years old , Ahmedabad +126 more"
18,JBM Group,4.0,"Auto Components , 1k-5k Employees , Public , 41 years old , Ahmedabad +85 more"
19,Troikaa Pharmaceuticals,3.8,"Pharma , 1k-5k Employees , 41 years old , Ahmedabad +66 more"
20,Larsen & Toubro Limited,4.1,"Engineering & Construction , 10k-50k Employees , Public , 86 years old , Ahmedabad +623 more"
21,Axis Bank,3.9,"Banking , 50k-1 Lakh Employees , Public , 31 years old , Ahmedabad +1317 more"
22,K D Hospital,4.8,"Healthcare , 201-500 Employees , 6 years old , Ahmedabad +3 more"
23,Shalby Hospitals,4.6,"Healthcare , 1k-5k Employees , Public , 30 years old , Ahmedabad +23 more"
24,suzuki motor gujarat,4.3,"Fortune India 500 , Ahmedabad +95 more"
25,HDB Financial Services,4.0,"NBFC , 1 Lakh+ Employees , 17 years old , Ahmedabad +959 more"
26,Reliance Retail,4.0,"Retail , 1 Lakh+ Employees , 18 years old , Ahmedabad +1013 more"
27,Otsuka Pharmaceutical India Private Limited,4.2,"Pharma , 501-1k Employees , Forbes Global 2000 , 8 years old , Ahmedabad +31 more"
28,Psp Projects,3.9,"Engineering & Construction , 1k-5k Employees , 16 years old , Ahmedabad +39 more"
29,Adani Enterprises,3.8,"10k-50k Employees , Public , 36 years old , Ahmedabad +55 more"
30,Tata Motors,4.2,"Automobile , 10k-50k Employees , Public , 79 years old , Ahmedabad +433 more"
31,Brainvire,4.0,"IT Services & Consulting , 201-500 Employees , 24 years old , Ahmedabad +8 more"
32,Einfochips,3.5,"IT Services & Consulting , 1k-5k Employees , 30 years old , Ahmedabad +10 more"
33,Electrotherm,4.2,"Iron & Steel , 1k-5k Employees , Public , 41 years old , Ahmedabad +33 more"
34,Advantmed,3.6,"Software Product , 501-1k Employees , 19 years old , Ahmedabad +6 more"
35,Jio,4.0,"Telecom , 50k-1 Lakh Employees , Public , 6 years old , Ahmedabad +1175 more"
36,Ford Motor,4.5,"Automobile , 5k-10k Employees , Public , 121 years old , Ahmedabad +110 more"
37,eClinicalWorks,3.9,"Software Product , 1k-5k Employees , 25 years old , Ahmedabad +12 more"
38,Eris Lifesciences,3.8,"Pharma , 1k-5k Employees , Public , 17 years old , Ahmedabad +75 more"
39,Adani Wilmar,4.2,"FMCG , 1k-5k Employees , Public , 25 years old , Ahmedabad +154 more"
40,Dishman Carbogen Amcis,3.8,"Healthcare , 1k-5k Employees , 17 years old , Ahmedabad +10 more"
41,Honda Motorcycle & Scooter,4.1,"Automobile , 10k-50k Employees , 23 years old , Indore +217 more"
42,Bharti Airtel,4.1,"Telecom , 10k-50k Employees , Public , 29 years old , Indore +660 more"
43,Baxter International,4.1,"Healthcare , 1k-5k Employees , Forbes Global 2000 , 93 years old , Ahmedabad +26 more"
44,Medusind Solutions,3.9,"IT Services & Consulting , 1k-5k Employees , 22 years old , Ahmedabad +8 more"
45,Reliance Industries,4.1,"Oil & Gas , 1 Lakh+ Employees , Public , 47 years old , Indore +687 more"
46,Veeda Clinical Research,4.1,"Clinical Research , 501-1k Employees , 20 years old , Ahmedabad +5 more"
47,Entigrity Solutions,4.2,"Recruitment , 1k-5k Employees , 9 years old , Indore +12 more"
48,Harsha Engineers,4.2,"Auto Components , 1k-5k Employees , 38 years old , Ahmedabad +8 more"
49,IMS People,3.5,"Recruitment , 1k-5k Employees , 18 years old , Indore +22 more"
50,Adani Green Energy,4.2,"Power , 1k-5k Employees , Fortune India 500 , 9 years old , Indore +67 more"
51,Adani Power,3.9,"Power , 1k-5k Employees , Public , 18 years old , Mundra +84 more"
52,Astral Pipe,4.3,"Building Material , 1-10 Employees , Fortune India 500 , Indore +96 more"
53,Cygnet Infotech,3.7,"IT Services & Consulting , 1k-5k Employees , 24 years old , Ahmedabad +9 more"
54,Mastek,3.7,"IT Services & Consulting , 1k-5k Employees , Public , 42 years old , Ahmedabad +18 more"
55,BYJU'S,3.1,"EdTech , 10k-50k Employees , Indian Unicorn , 13 years old , Indore +307 more"
56,IndusInd Bank,3.7,"Banking , 10k-50k Employees , Public , 30 years old , Indore +689 more"
57,IDFC FIRST Bank,4.0,"Banking , 10k-50k Employees , Public , 6 years old , Indore +588 more"
58,Hitech Digital Solutions,4.1,"IT Services & Consulting , 1k-5k Employees , 32 years old , Ahmedabad +15 more"
59,Ascendum KPS,4.2,"1k-5k Employees , 23 years old , Indore +11 more"
60,Paperchase Accountancy,3.2,"1k-5k Employees , 35 years old , Ahmedabad +3 more"
61,Nirma,4.3,"FMCG , 10k-50k Employees , Fortune India 500 , 34 years old , Ahmedabad +51 more"
62,LendingKart,3.2,"NBFC , 1k-5k Employees , Public , 10 years old , Ahmedabad +27 more"
63,Aculife Healthcare,3.7,"Pharma , 1k-5k Employees , 10 years old , Ahmedabad +26 more"
64,Yazaki,3.9,"Auto Components , 10k-50k Employees , 83 years old , Ahmedabad +68 more"
65,MAS Financial Services,3.7,"Financial Services , 1k-5k Employees , Public , 29 years old , Ahmedabad +99 more"
66,QX Global Group,3.4,"IT Services & Consulting , 1k-5k Employees , Public , 21 years old , Ahmedabad +15 more"
67,Uplers,4.2,"Internet , 501-1k Employees , 12 years old , Ahmedabad +12 more"
68,Sapphire Software Solutions (India),4.5,"IT Services & Consulting , 51-200 Employees , 24 years old , Ahmedabad +3 more"
69,Vadilal Industries,4.1,"FMCG , 501-1k Employees , Public , 117 years old , Ahmedabad +76 more"
70,NextComm Corporation,4.9,"1k-5k Employees , 7 years old , Ahmedabad +11 more"
71,Havmor Ice Cream,4.4,"Food Processing , 1k-5k Employees , 80 years old , Ahmedabad +53 more"
72,Sterlite Technologies,3.8,"Hardware & Networking , 1k-5k Employees , Public , 36 years old , Ahmedabad +80 more"
73,Cliantha Research,4.0,"Clinical Research , 501-1k Employees , Public , 20 years old , Ahmedabad +8 more"
74,M Square Media,4.6,"Analytics & KPO , Ahmedabad +42 more"
75,Hidden Brains InfoTech,3.7,"IT Services & Consulting , 201-500 Employees , 21 years old , Ahmedabad +4 more"
76,Zydus Hospital,4.3,"Healthcare , 1k-5k Employees , Public , 9 years old , Ahmedabad +9 more"
77,Tatvasoft,3.8,"IT Services & Consulting , 1k-5k Employees , 23 years old , Ahmedabad +2 more"
78,Egniol Services,3.9,"6 years old , Ahmedabad +5 more"
79,Yes Bank,3.9,"Banking , 10k-50k Employees , Public , 20 years old , Ahmedabad +447 more"
80,Gtpl Hathway,4.1,"Broadcasting , 501-1k Employees , Public , 18 years old , Ahmedabad +39 more"
81,Zydus Wellness,3.9,"FMCG , 501-1k Employees , Public , 36 years old , Ahmedabad +98 more"
82,Kataria Automobiles,3.9,"Automobile , 201-500 Employees , 34 years old , Ahmedabad +21 more"
83,Adani Ports and SEZ,3.9,"Ports & Shipping , 1k-5k Employees , Public , 26 years old , Ahmedabad +69 more"
84,Krishna Maruti,4.0,"Auto Components , 1k-5k Employees , 30 years old , Ahmedabad +33 more"
85,Crest Data Systems,3.5,"IT Services & Consulting , 501-1k Employees , 11 years old , Ahmedabad +2 more"
86,AU Small Finance Bank,4.4,"Banking , 10k-50k Employees , Fortune India 500 , 28 years old , Ahmedabad +409 more"
87,Corona Remedies,4.0,"Pharma , 1k-5k Employees , 20 years old , Ahmedabad +50 more"
88,Vestas,4.3,"Power , 1k-5k Employees , Forbes Global 2000 , 27 years old , Ahmedabad +43 more"
89,Jindal Worldwide,3.5,"Fashion & Textile , 1k-5k Employees , Public , 38 years old , Ahmedabad +3 more"
90,CARS24,3.7,"Internet , 5k-10k Employees , Indian Unicorn , 9 years old , Ahmedabad +148 more"
91,DMart,4.0,"Retail , 10k-50k Employees , Fortune India 500 , 22 years old , Ahmedabad +213 more"
92,Amnex Infotechnologies,3.5,"IT Services & Consulting , 501-1k Employees , 16 years old , Ahmedabad +16 more"
93,Subros,4.0,"Auto Components , 1k-5k Employees , Public , 39 years old , Ahmedabad +60 more"
94,QX,3.6,"BPO , 1k-5k Employees , 21 years old , Ahmedabad +4 more"
95,Claris Lifesciences Ahmedabad,3.1,"Healthcare , 1k-5k Employees , Public , 25 years old , Ahmedabad +15 more"
96,Lincoln Pharmaceuticals,3.8,"Pharma , 1k-5k Employees , Public , 45 years old , Ahmedabad +21 more"
97,Home Credit Finance,4.1,"Financial Services , 10k-50k Employees , 12 years old , Ahmedabad +116 more"
98,Dineshchandra R Agarwal Infracon,4.2,"Engineering & Construction , 1k-5k Employees , 52 years old , Ahmedabad +54 more"
99,JustDial,3.6,"Internet , 10k-50k Employees , Public , 28 years old , Ahmedabad +181 more"
100,Hindustan Coca Cola Beverages,4.3,"Beverage , 5k-10k Employees , 27 years old , Ahmedabad +214 more"
101,Analytix Business Solutions,3.5,"BPO , 501-1k Employees , 18 years old , Ahmedabad +5 more"
102,L&T Construction,4.1,"Engineering & Construction , 5k-10k Employees , Public , 80 years old , Ahmedabad +360 more"
103,OneClick IT Consultancy,4.7,"IT Services & Consulting , 51-200 Employees , 12 years old , Ahmedabad +2 more"
104,GVK Emergency Management and Research Institute,3.7,"Non-Profit , 10k-50k Employees , 19 years old , Ahmedabad +149 more"
105,Viatris,4.2,"Pharma , 10k-50k Employees , Forbes Global 2000 , 4 years old , Ahmedabad +69 more"
106,Concord Biotech,3.7,"Pharma , 501-1k Employees , Public , 24 years old , Ahmedabad +12 more"
107,Sanghi Industries,3.7,"Building Material , 501-1k Employees , Public , 39 years old , Ahmedabad +24 more"
108,Piramal Pharma,4.0,"Pharma , 1k-5k Employees , Public , 36 years old , Ahmedabad +51 more"
109,Astral Adhesives,4.1,"Chemicals , 501-1k Employees , 37 years old , Ahmedabad +108 more"
110,Maxgen Technologies,4.5,"IT Services & Consulting , 201-500 Employees , 11 years old , Ahmedabad +7 more"
111,Health Care Global Enterprises,4.2,"Healthcare , 5k-10k Employees , Public , 35 years old , Ahmedabad +40 more"
112,Meditab Software,3.2,"Software Product , 1k-5k Employees , 19 years old , Ahmedabad +2 more"
113,Microlink Solutions,3.9,"IT Services & Consulting , 201-500 Employees , 28 years old , Ahmedabad +22 more"
114,Montecarlo Construction,4.3,"Engineering & Construction , 1k-5k Employees , 29 years old , Ahmedabad +66 more"
115,Sadbhav Engineering,4.4,"Engineering & Construction , 1k-5k Employees , Public , 36 years old , Ahmedabad +63 more"
116,Startek,3.3,"BPO , 10k-50k Employees , Public , 7 years old , Ahmedabad +72 more"
117,e-Procurement Technologies,3.5,"IT Services & Consulting , 501-1k Employees , 18 years old , Ahmedabad +17 more"
118,Jana Small Finance Bank,3.9,"Banking , 10k-50k Employees , Public , 18 years old , Ahmedabad +354 more"
119,Confiance BizSol Private Limited,3.6,"Analytics & KPO , 501-1k Employees , 7 years old , Ahmedabad +2 more"
120,Aia Engineering,4.2,"Industrial Machinery , 1k-5k Employees , Public , 45 years old , Ahmedabad +3 more"
121,La-Gajjar Machineries,4.1,"Electronics Manufacturing , 51-200 Employees , 89 years old , Ahmedabad +25 more"
122,Hyperlink Infosystem,4.6,"Software Product , 1k-5k Employees , 13 years old , Ahmedabad"
123,Emcure Pharmaceuticals,3.8,"Pharma , 5k-10k Employees , Fortune India 500 , 43 years old , Ahmedabad +96 more"
124,Apcer Life Sciences,3.7,"Clinical Research , 51-200 Employees , 17 years old , Ahmedabad +4 more"
125,Simform,3.5,"IT Services & Consulting , 501-1k Employees , 14 years old , Ahmedabad"
126,CIMS Hospital,3.8,"Healthcare , 201-500 Employees , 14 years old , Ahmedabad +16 more"
127,Teleysia Networks,3.7,"Telecom , 201-500 Employees , 16 years old , Ahmedabad +33 more"
128,Wagh Bakri Tea Group,4.2,"Beverage , 1k-5k Employees , 109 years old , Ahmedabad +27 more"
129,Kunal Structure,3.8,"Real Estate , 201-500 Employees , 18 years old , Ahmedabad +25 more"
130,Monte Carlo,4.2,"Fashion & Textile , 201-500 Employees , Public , 40 years old , Ahmedabad +77 more"
131,Asian Granito India,3.8,"Building Material , 1k-5k Employees , Public , 24 years old , Ahmedabad +53 more"
132,Kogta Financial India Limited,4.8,"NBFC , 1k-5k Employees , Public , 28 years old , Ahmedabad +206 more"
133,ICICI Prudential Life Insurance,4.1,"Insurance , 10k-50k Employees , Public , 24 years old , Ahmedabad +450 more"
134,Bosch Rexroth India,4.0,"Industrial Machinery , 501-1k Employees , 23 years old , Ahmedabad +18 more"
135,Chiripal Industries,3.6,"Fashion & Textile , 1k-5k Employees , Public , 52 years old , Ahmedabad +4 more"
136,IIFL Finance,4.0,"NBFC , 10k-50k Employees , Public , 29 years old , Ahmedabad +673 more"
137,Apollo Hospitals,4.2,"Healthcare , 10k-50k Employees , Public , 41 years old , Ahmedabad +189 more"
138,Piramal Group,4.0,"Financial Services , 10k-50k Employees , Fortune India 500 , 44 years old , Ahmedabad +122 more"
139,Vrinsoft Technology,4.7,"IT Services & Consulting , 11-50 Employees (Global) , 15 years old , Ahmedabad +1 more"
140,Unison Pharmaceuticals,4.2,"Pharma , 501-1k Employees , 43 years old , Ahmedabad +4 more"
141,Sodexo,4.1,"Facility Management Services , 10k-50k Employees , Forbes Global 2000 , 16 years old , Ahmedabad +131 more"
142,Abellon Clean Energy,3.7,"Other , 501-1k Employees , Public , 16 years old , Ahmedabad +17 more"
143,Gateway Group,2.8,"IT Services & Consulting , 501-1k Employees , 27 years old , Ahmedabad +6 more"
144,Bajaj Finance,4.1,"NBFC , 10k-50k Employees , 37 years old , Ahmedabad +771 more"
145,Fedora Solutions,3.5,"IT Services & Consulting , 501-1k Employees , 20 years old , Ahmedabad +1 more"
146,Media NV,4.8,Ahmedabad
147,Croma,4.0,"Retail , 5k-10k Employees , 18 years old , Ahmedabad +147 more"
148,Jay Chemical Industries,4.2,"Chemicals , 1k-5k Employees , 57 years old , Ahmedabad +21 more"
149,Adani Solar,4.0,"Power , 1k-5k Employees , Public , 9 years old , Ahmedabad +28 more"
150,Indiamart Intermesh,3.6,"Internet , 5k-10k Employees , 28 years old , Ahmedabad +145 more"
151,Ingersoll Rand,4.3,"Industrial Machinery , 501-1k Employees , Public , 52 years old , Ahmedabad +28 more"
152,Sintex Industries,4.1,"Industrial Machinery , 5k-10k Employees , Public , 93 years old , Ahmedabad +51 more"
153,BrainerHub,4.6,"Software Product , 51-200 Employees , 3 years old , Ahmedabad +2 more"
154,Panamax Infotech,3.2,"IT Services & Consulting , 201-500 Employees , 23 years old , Ahmedabad +3 more"
155,Maxxis Rubber,3.6,"Auto Components , 51-200 Employees , 9 years old , Ahmedabad +16 more"
156,Adani Gas,3.5,"Oil & Gas , 501-1k Employees , Public , 20 years old , Ahmedabad +39 more"
157,HDFC Life,4.1,"Insurance , 10k-50k Employees , Public , 24 years old , Ahmedabad +563 more"
158,Gtpl Broadband,3.9,"Telecom , 1k-5k Employees (Global) , 18 years old , Ahmedabad +41 more"
159,Silver Touch Technologies,3.6,"IT Services & Consulting , 1k-5k Employees , Public , 32 years old , Ahmedabad +26 more"
160,Gtpl Broadband,3.9,"Telecom , 1k-5k Employees (Global) , 18 years old , Ahmedabad +41 more"
161,Udaan,4.0,"1k-5k Employees , Indian Unicorn , 8 years old , Ahmedabad +333 more"
162,Indus Towers,4.0,"Telecom , 1k-5k Employees , Fortune India 500 , 17 years old , Ahmedabad +159 more"
163,Amazon,4.1,"Internet , 1 Lakh+ Employees , Public , 30 years old , Ahmedabad +455 more"
164,Flourish Pure Foods,1.8,"Food Processing , 51-200 Employees , 14 years old , Ahmedabad +9 more"
165,Sapphire Infocom,4.9,"IT Services & Consulting , 11-50 Employees , 30 years old , Ahmedabad +2 more"
166,Asian Paints,4.1,"Chemicals , 5k-10k Employees , Public , 82 years old , Ahmedabad +443 more"
167,Sophos Technologies,3.8,"Software Product , 1k-5k Employees , 39 years old , Ahmedabad +6 more"
168,Dev Information Technology,3.9,"IT Services & Consulting , 501-1k Employees , Public , 27 years old , Ahmedabad +28 more"
169,Samsung,4.1,"Consumer Electronics & Appliances , 50k-1 Lakh Employees , Public , 55 years old , Ahmedabad +499 more"
170,Motherson Automotive Technologies and Engineering,4.0,"Auto Components , 501-1k Employees , 27 years old , Ahmedabad +53 more"
171,ICICI Lombard General Insurance Company,3.8,"Insurance , 10k-50k Employees , Public , 23 years old , Ahmedabad +264 more"
172,E2logy Software Solutions,4.4,"IT Services & Consulting , 51-200 Employees , 19 years old , Ahmedabad +2 more"
173,Doshion,2.3,"Waste Management , 1-10 Employees , 46 years old , Ahmedabad +6 more"
174,SGS,4.0,"1k-5k Employees , Forbes Global 2000 , 146 years old , Ahmedabad +111 more"
175,La Renon Healthcare,3.5,"Pharma , 501-1k Employees , 17 years old , Ahmedabad +29 more"
176,Apexon,3.4,"IT Services & Consulting , 1k-5k Employees , 28 years old , Ahmedabad +15 more"
177,Volansys Technologies,3.5,"IT Services & Consulting , 201-500 Employees , 16 years old , Ahmedabad +1 more"
178,Paytm,3.5,"FinTech , 10k-50k Employees , Public , 14 years old , Ahmedabad +327 more"
179,Symphony,4.1,"Consumer Electronics & Appliances , 201-500 Employees , Public , 36 years old , Ahmedabad +57 more"
180,West Coast Pharmaceuticals,3.5,"Pharma , 51-200 Employees , 59 years old , Ahmedabad +8 more"
181,Delhivery,4.0,"Logistics , 10k-50k Employees , Fortune India 500 , 13 years old , Ahmedabad +632 more"
182,Group Bayport,4.4,"Printing & Publishing , 1k-5k Employees , 12 years old , Ahmedabad +3 more"
183,Mehta Cad Cam Systems,3.8,"Industrial Machinery , 51-200 Employees , 35 years old , Ahmedabad +15 more"
184,Matter Motor Works,3.8,"Automobile , 501-1k Employees , 5 years old , Ahmedabad +1 more"
185,Ferromatik Milacron,3.7,"Industrial Machinery , 11-50 Employees , 140 years old , Ahmedabad +7 more"
186,Sterling Hospitals,4.0,"Healthcare , 1k-5k Employees , Public , 23 years old , Ahmedabad +12 more"
187,BigBasket,4.0,"Internet , 10k-50k Employees , Indian Unicorn , 13 years old , Ahmedabad +116 more"
188,FCC Clutch,4.2,"Auto Components , 501-1k Employees , 85 years old , Ahmedabad +22 more"
189,Fincare Small Finance Bank,4.1,"Banking , 10k-50k Employees , 17 years old , Ahmedabad +363 more"
190,Flipkart,4.0,"Internet , 10k-50k Employees , Public , 17 years old , Ahmedabad +516 more"
191,Deep Industries,3.5,"Oil & Gas , 1k-5k Employees , Public , 33 years old , Ahmedabad +9 more"
192,PressureJet Systems,4.4,"Industrial Machinery , 51-200 Employees , 28 years old , Ahmedabad +6 more"
193,Bajaj Finserv,4.1,"Financial Services , 50k-1 Lakh Employees , Public , 17 years old , Ahmedabad +904 more"
194,Jekson Vision,4.0,"Industrial Machinery , 201-500 Employees , 23 years old , Ahmedabad +5 more"
195,SOPAN,4.0,"Industrial Machinery , 1k-5k Employees , 23 years old , Ahmedabad +25 more"
196,Radixweb,3.0,"IT Services & Consulting , 501-1k Employees , 24 years old , Ahmedabad +2 more"
197,upGrad,3.8,"EdTech , 5k-10k Employees , Indian Unicorn , 9 years old , Ahmedabad +38 more"
198,Baxter Pharmaceuticals,4.3,Ahmedabad +5 more
199,Max Life Insurance,4.2,"Insurance , 10k-50k Employees , 24 years old , Ahmedabad +402 more"
200,Wipro,3.8,"IT Services & Consulting , 1 Lakh+ Employees , Public , 79 years old , Ahmedabad +272 more"
201,Rysun Labs,3.4,"IT Services & Consulting , 201-500 Employees , 23 years old , Ahmedabad +5 more"
202,UltraTech Cement,4.2,"Building Material , 10k-50k Employees , Public , 41 years old , Ahmedabad +433 more"
203,Highly Electrical Appliances India,3.3,"Electrical Equipment , 51-200 Employees , 11 years old , Ahmedabad +3 more"
204,GSP Crop Science,4.0,"Agro Chemicals , 501-1k Employees , 39 years old , Ahmedabad +36 more"
205,Priya Softweb Solutions,4.0,"IT Services & Consulting , 201-500 Employees , 24 years old , Ahmedabad +3 more"
206,Line O Matic Graphic Industries,3.3,"Pulp & Paper , 201-500 Employees , 27 years old , Ahmedabad +2 more"
207,Komal Tex Fab,3.4,"Fashion & Textile , 51-200 Employees , 43 years old , Ahmedabad +2 more"
208,Quess,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Ahmedabad +542 more"
209,SPEC INDIA,4.6,"IT Services & Consulting , 201-500 Employees , 37 years old , Ahmedabad +3 more"
210,IndiaNIC Infotech,3.6,"IT Services & Consulting , 501-1k Employees , 27 years old , Ahmedabad +2 more"
211,Welspun Transformation Services Limited,4.1,"IT Services & Consulting , 5k-10k Employees , Ahmedabad +7 more"
212,SATTRIX Information Security,3.3,"IT Services & Consulting , 51-200 Employees , 11 years old , Ahmedabad +8 more"
213,Zydus Hospira Oncology,4.5,Ahmedabad +2 more
214,Zydus Healthcare,4.0,"74 years old , Ahmedabad +74 more"
215,Commerce Pundit,3.6,"IT Services & Consulting , 11-50 Employees , 15 years old , Ahmedabad +7 more"
216,Meghmani Organics,3.9,"Chemicals , 501-1k Employees , Public , 38 years old , Ahmedabad +23 more"
217,AIS Technolabs,4.4,"51-200 Employees (Global) , 14 years old , Ahmedabad +1 more"
218,Bacancy Technology,4.0,"IT Services & Consulting , 501-1k Employees , 13 years old , Ahmedabad +3 more"
219,Voltas,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 70 years old , Ahmedabad +174 more"
220,Oil And Natural Gas Corporation,4.3,"Oil & Gas , 10k-50k Employees , Public , 68 years old , Ahmedabad +65 more"
221,Scc Infrastructure,3.9,"Engineering & Construction , 51-200 Employees , 30 years old , Ahmedabad +20 more"
222,Tradebulls,3.2,"Financial Services , 11-50 Employees , 15 years old , Ahmedabad +18 more"
223,Oyo Rooms,3.4,"Hospitality , 1k-5k Employees , Indian Unicorn , 11 years old , Ahmedabad +113 more"
224,OpenXcell Technolabs,4.0,"IT Services & Consulting , 201-500 Employees , 15 years old , Ahmedabad +4 more"
225,Kotak Securities,3.7,"Financial Services , 5k-10k Employees , Conglomerate , 30 years old , Ahmedabad +116 more"
226,IBM,4.1,"IT Services & Consulting , 1 Lakh+ Employees , Public , 113 years old , Ahmedabad +149 more"
227,Pratap Technocrats,4.0,"Telecom , 10k-50k Employees , 26 years old , Ahmedabad +103 more"
228,John Energy,4.1,"Oil & Gas , 1k-5k Employees , 37 years old , Ahmedabad +10 more"
229,Maruti Suzuki,4.2,"Automobile , 10k-50k Employees , Public , 43 years old , Ahmedabad +380 more"
230,Indian Space Research Organisation,4.5,"Defence & Aerospace , 10k-50k Employees , Public , 55 years old , Ahmedabad +22 more"
231,Transformers & Rectifiers (India),4.2,"Electrical Equipment , 501-1k Employees , 30 years old , Ahmedabad +3 more"
232,Shaligram InfoTech,4.2,"IT Services & Consulting , 21 years old , Ahmedabad +1 more"
233,Future Group,4.3,"Retail , 10k-50k Employees , Conglomerate , 11 years old , Ahmedabad +196 more"
234,Constantia Flexibles,3.9,"Packaging , 501-1k Employees , 112 years old , Ahmedabad +10 more"
235,Incipient Info,4.7,"IT Services & Consulting , 11-50 Employees , 11 years old , Ahmedabad"
236,Mantra Softech,4.0,"IT Services & Consulting , 51-200 Employees , 18 years old , Ahmedabad +13 more"
237,Samvardhana Motherson Group,3.8,"Auto Components , 1k-5k Employees , Public , 38 years old , Ahmedabad +81 more"
238,Shapoorji Pallonji Group,4.2,"Engineering & Construction , 5k-10k Employees , Conglomerate , 159 years old , Ahmedabad +162 more"
239,Space-O Technologies,4.2,"IT Services & Consulting , 201-500 Employees , 14 years old , Ahmedabad +3 more"
240,U N Mehta Institute of Cardiology & Research Centre,4.1,"Education & Training , 51-200 Employees , 42 years old , Ahmedabad"
241,GATI-KWE,4.0,"Logistics , 1k-5k Employees , 12 years old , Ahmedabad +156 more"
242,TDS Lithium-Ion Battery,4.2,"Electrical Equipment , 501-1k Employees , 5 years old , Ahmedabad +9 more"
243,Azure Knowledge Corporation,3.8,"Analytics & KPO , 1k-5k Employees , 23 years old , Ahmedabad +5 more"
244,Nandan Denim,3.3,"Fashion & Textile , 1k-5k Employees , Public , 30 years old , Ahmedabad"
245,Riddhi Steel and Tube,4.1,"Iron & Steel , 201-500 Employees , Ahmedabad +2 more"
246,SVP Hospital,3.9,"Government , 1-10 Employees , Ahmedabad +9 more"
247,Mott MacDonald,4.3,"Management Consulting , 1k-5k Employees , 35 years old , Ahmedabad +43 more"
248,Sundyota Numandis Pharmaceuticals,4.1,"Pharma , 51-200 Employees , 21 years old , Ahmedabad +24 more"
249,cFIRST,4.3,"Recruitment , 201-500 Employees , 18 years old , Ahmedabad +6 more"
250,Arvind Smartspaces,3.5,"Real Estate , 51-200 Employees , Ahmedabad +3 more"
251,AddWeb Solution,4.5,"IT Services & Consulting , 11-50 Employees , 12 years old , Ahmedabad +2 more"
252,JLL,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 25 years old , Ahmedabad +70 more"
253,Ratnamani Metals and Tubes,4.3,"Iron & Steel , 1k-5k Employees , Public , 41 years old , Ahmedabad +13 more"
254,Biotech Vision Care,3.4,"Healthcare , 201-500 Employees , 25 years old , Ahmedabad +17 more"
255,Chiripal Group,3.6,"10k-50k Employees , 52 years old , Ahmedabad +7 more"
256,Tata Projects,4.3,"Engineering & Construction , 5k-10k Employees , Public , 45 years old , Ahmedabad +237 more"
257,Teleperformance,3.8,"BPO , 50k-1 Lakh Employees , Forbes Global 2000 , 46 years old , Ahmedabad +192 more"
258,MetroTelworks,3.6,"Telecom , 201-500 Employees , 20 years old , Ahmedabad +33 more"
259,Hyatt Regency,4.2,"Hospitality , 1k-5k Employees , Forbes Global 2000 , 44 years old , Ahmedabad +43 more"
260,Ascendum Solutions,3.6,"BPO , 51-200 Employees , 15 years old , Ahmedabad +5 more"
261,Torrent Gas,3.2,"Oil & Gas , 501-1k Employees , 65 years old , Ahmedabad +29 more"
262,Megha Engineering & Infrastructures,4.0,"Engineering & Construction , 5k-10k Employees , Conglomerate , 35 years old , Ahmedabad +301 more"
