,company_name,company_rating,other_data
0,AU Small Finance Bank,4.4,"Banking , 10k-50k Employees , Fortune India 500 , 28 years old , Jaipur +409 more"
1,Teleperformance,3.8,"BPO , 50k-1 Lakh Employees , Forbes Global 2000 , 46 years old , Jaipur +192 more"
2,Genpact,3.9,"IT Services & Consulting , 1 Lakh+ Employees , Public , 27 years old , Jaipur +112 more"
3,ICICI Bank,4.0,"Banking , 1 Lakh+ Employees , Public , 30 years old , Jaipur +1295 more"
4,HDFC Bank,4.0,"Banking , 1 Lakh+ Employees , Public , 30 years old , Jaipur +1560 more"
5,Hero MotoCorp,4.2,"Automobile , 5k-10k Employees , Public , 40 years old , Jaipur +315 more"
6,Deutsche Bank,4.0,"Banking , 10k-50k Employees , Fortune India 500 , 154 years old , Jaipur +38 more"
7,Kogta Financial India Limited,4.8,"NBFC , 1k-5k Employees , Public , 28 years old , Jaipur +206 more"
8,NBC Bearings,3.9,"Auto Components , 1k-5k Employees , Public , 78 years old , Jaipur +25 more"
9,Infosys BPM,3.8,"BPO , 10k-50k Employees , 22 years old , Jaipur +68 more"
10,JCB,4.0,"Industrial Machinery , 1k-5k Employees , 79 years old , Jaipur +90 more"
11,Reliance Retail,4.0,"Retail , 1 Lakh+ Employees , 18 years old , Jaipur +1013 more"
12,Aavas Financiers,4.0,"Financial Services , 5k-10k Employees , Public , 13 years old , Jaipur +235 more"
13,HDB Financial Services,4.0,"NBFC , 1 Lakh+ Employees , 17 years old , Jaipur +959 more"
14,Jaipur Rugs,4.4,"Furniture & Furnishing , 501-1k Employees , 46 years old , Jaipur +14 more"
15,Infosys,3.8,"IT Services & Consulting , 1 Lakh+ Employees , Public , 43 years old , Jaipur +182 more"
16,Jio,4.0,"Telecom , 50k-1 Lakh Employees , Public , 6 years old , Jaipur +1175 more"
17,MetLife,4.3,"Insurance , 1k-5k Employees , Forbes Global 2000 , 16 years old , Jaipur +39 more"
18,BYJU'S,3.1,"EdTech , 10k-50k Employees , Indian Unicorn , 13 years old , Jaipur +307 more"
19,Celebal Technologies,2.7,"IT Services & Consulting , 1k-5k Employees , Startup , 9 years old , Jaipur +15 more"
20,Vodafone Idea,4.2,"Telecom , 5k-10k Employees , Public , 6 years old , Jaipur +637 more"
21,H.G. Infra Engineering,4.4,"Engineering & Construction , 1k-5k Employees , Public , 21 years old , Jaipur +77 more"
22,NAV Backoffice,3.7,"Accounting & Auditing , 1k-5k Employees , 33 years old , Jaipur +7 more"
23,Sigma Electric Manufacturing Corporation,4.0,"Industrial Machinery , 1k-5k Employees , 42 years old , Jaipur +20 more"
24,Bosch,4.3,"Auto Components , 5k-10k Employees , Public , 138 years old , Jaipur +103 more"
25,Axis Bank,3.9,"Banking , 50k-1 Lakh Employees , Public , 31 years old , Jaipur +1317 more"
26,Kotak Mahindra Bank,3.9,"Banking , 50k-1 Lakh Employees , Public , 21 years old , Jaipur +573 more"
27,Mahindra & Mahindra,4.2,"Automobile , 1 Lakh+ Employees , Public , 79 years old , Jaipur +480 more"
28,Bharti Airtel,4.1,"Telecom , 10k-50k Employees , Public , 29 years old , Jaipur +660 more"
29,Vaibhav Global,3.4,"Jewellery , 1k-5k Employees , Public , 44 years old , Jaipur +8 more"
30,IDFC FIRST Bank,4.0,"Banking , 10k-50k Employees , Public , 6 years old , Jaipur +588 more"
31,Jumio,3.7,"IT Services & Consulting , 201-500 Employees , 14 years old , Jaipur +8 more"
32,GirnarSoft,3.6,"IT Services & Consulting , 1k-5k Employees , 17 years old , Jaipur +44 more"
33,Genus Power Infrastructures,4.0,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 32 years old , Jaipur +45 more"
34,In Time Tec Visionsoft,4.3,"Software Product , 501-1k Employees , 15 years old , Jaipur +6 more"
35,Dotsquares,3.4,"IT Services & Consulting , 1k-5k Employees , 22 years old , Jaipur +2 more"
36,Nagarro,4.1,"IT Services & Consulting , 10k-50k Employees , 28 years old , Jaipur +43 more"
37,Shriram General Insurance,3.7,"Insurance , 1k-5k Employees , 16 years old , Jaipur +157 more"
38,Metacube Software,4.0,"IT Services & Consulting , 1k-5k Employees , 20 years old , Jaipur +3 more"
39,IndusInd Bank,3.7,"Banking , 10k-50k Employees , Public , 30 years old , Jaipur +689 more"
40,Formidium Corp,,"Financial Services , 501-1k Employees , 8 years old , Jaipur +3 more"
41,Thrillophilia,3.8,"Travel & Tourism , 201-500 Employees , 14 years old , Jaipur +5 more"
42,Ericsson,4.3,"Telecom , 10k-50k Employees , Forbes Global 2000 , 148 years old , Jaipur +151 more"
43,QDegrees,3.5,"Management Consulting , 501-1k Employees , 11 years old , Jaipur +26 more"
44,Larsen & Toubro Limited,4.1,"Engineering & Construction , 10k-50k Employees , Public , 86 years old , Jaipur +623 more"
45,Cyntexa,4.1,"IT Services & Consulting , 201-500 Employees , 6 years old , Jaipur +1 more"
46,SK Finance Limited,4.1,"NBFC , 10k-50k Employees , Public , 30 years old , Jaipur +149 more"
47,The Akshaya Patra Foundation,4.6,"Non-Profit , 5k-10k Employees , 24 years old , Jaipur +66 more"
48,Gravita,4.4,"Metals & Mining , 201-500 Employees , Public , 32 years old , Jaipur +13 more"
49,Paytm,3.5,"FinTech , 10k-50k Employees , Public , 14 years old , Jaipur +327 more"
50,Amazon,4.1,"Internet , 1 Lakh+ Employees , Public , 30 years old , Jaipur +455 more"
51,CarDekho,3.7,"Internet , 1k-5k Employees , Indian Unicorn , 16 years old , Jaipur +68 more"
52,Jaipur National University,3.0,"Education & Training , 201-500 Employees , 17 years old , Jaipur +3 more"
53,MattsenKumar,3.6,"BPO , 1k-5k Employees , 14 years old , Jaipur +9 more"
54,W3Era,4.6,"Marketing & Advertising , 201-500 Employees , 17 years old , Jaipur"
55,Dr B Lal Clinical Laboratory,4.6,"Healthcare , 201-500 Employees , 33 years old , Jaipur +13 more"
56,Vitromed Healthcare,3.8,"Medical Equipment , 51-200 Employees , 52 years old , Jaipur +4 more"
57,Mayur Uniquoters,4.2,"Leather , 501-1k Employees , Public , 32 years old , Jaipur +7 more"
58,GVK Emergency Management and Research Institute,3.7,"Non-Profit , 10k-50k Employees , 19 years old , Jaipur +149 more"
59,Reliance Industries,4.1,"Oil & Gas , 1 Lakh+ Employees , Public , 47 years old , Jaipur +687 more"
60,KDK Software,3.4,"Software Product , 51-200 Employees , 18 years old , Jaipur +10 more"
61,HDFC Life,4.1,"Insurance , 10k-50k Employees , Public , 24 years old , Jaipur +563 more"
62,DealShare,3.5,"Internet , 1k-5k Employees , Indian Unicorn , 6 years old , Jaipur +45 more"
63,A3logics,3.3,"IT Services & Consulting , 201-500 Employees , 21 years old , Jaipur +4 more"
64,Ess Kay Fincorp,4.1,"NBFC , 5k-10k Employees , Public , 30 years old , Jaipur +108 more"
65,JustDial,3.6,"Internet , 10k-50k Employees , Public , 28 years old , Jaipur +181 more"
66,EXL Service,3.8,"Analytics & KPO , 10k-50k Employees , 25 years old , Jaipur +46 more"
67,Pinnacle Infotech,3.6,"IT Services & Consulting , 1k-5k Employees , 32 years old , Jaipur +15 more"
68,NIMS University,3.1,"Education & Training , 501-1k Employees , 16 years old , Jaipur +6 more"
69,UltraTech Cement,4.2,"Building Material , 10k-50k Employees , Public , 41 years old , Jaipur +433 more"
70,Astegic,4.0,"IT Services & Consulting , 51-200 Employees , 21 years old , Jaipur +1 more"
71,Oyo Rooms,3.4,"Hospitality , 1k-5k Employees , Indian Unicorn , 11 years old , Jaipur +113 more"
72,Bajaj Finance,4.1,"NBFC , 10k-50k Employees , 37 years old , Jaipur +771 more"
73,Asian Paints,4.1,"Chemicals , 5k-10k Employees , Public , 82 years old , Jaipur +443 more"
74,SAG Infotech,4.1,"IT Services & Consulting , 51-200 Employees , 25 years old , Jaipur +5 more"
75,ICICI Prudential Life Insurance,4.1,"Insurance , 10k-50k Employees , Public , 24 years old , Jaipur +450 more"
76,Yes Bank,3.9,"Banking , 10k-50k Employees , Public , 20 years old , Jaipur +447 more"
77,SMFG India Credit,4.1,"NBFC , 10k-50k Employees , 17 years old , Jaipur +484 more"
78,Zucol Group,2.9,"IT Services & Consulting , 501-1k Employees , 14 years old , Jaipur +8 more"
79,Flipkart,4.0,"Internet , 10k-50k Employees , Public , 17 years old , Jaipur +516 more"
80,Auriga IT Consulting Private Limited,4.6,"IT Services & Consulting , 201-500 Employees , 14 years old , Jaipur +4 more"
81,Consulting Engineers Group,4.2,"Engineering & Construction , 1k-5k Employees , Public , 40 years old , Jaipur +55 more"
82,Bajaj Finserv,4.1,"Financial Services , 50k-1 Lakh Employees , Public , 17 years old , Jaipur +904 more"
83,HumanHire Corp.,4.9,"Recruitment , 51-200 Employees , 10 years old , Jaipur +2 more"
84,Indiamart Intermesh,3.6,"Internet , 5k-10k Employees , 28 years old , Jaipur +145 more"
85,Knack Global,3.1,"IT Services & Consulting , 501-1k Employees , 17 years old , Jaipur +8 more"
86,IIFL Finance,4.0,"NBFC , 10k-50k Employees , Public , 29 years old , Jaipur +673 more"
87,Girnar Care,3.4,"BPO , 1k-5k Employees , Jaipur +16 more"
88,Sigma Engineered Solutions,4.2,Jaipur +9 more
89,ReNew,4.3,"Power , 1k-5k Employees , 13 years old , Jaipur +80 more"
90,Symsafe Systems,4.7,"IT Services & Consulting , 11-50 Employees , 21 years old , Jaipur +1 more"
91,Vivo,4.1,"Consumer Electronics & Appliances , 5k-10k Employees , Conglomerate , 15 years old , Jaipur +373 more"
92,Wipro,3.8,"IT Services & Consulting , 1 Lakh+ Employees , Public , 79 years old , Jaipur +272 more"
93,Dainik Bhaskar Group,4.4,"Printing & Publishing , 5k-10k Employees , Public , 66 years old , Jaipur +128 more"
94,Narayana Health,4.2,"Healthcare , 10k-50k Employees , Fortune India 500 , 24 years old , Jaipur +57 more"
95,Samsung,4.1,"Consumer Electronics & Appliances , 50k-1 Lakh Employees , Public , 55 years old , Jaipur +499 more"
96,Rajesh Motors,4.0,"Automobile , 51-200 Employees , 44 years old , Jaipur +20 more"
97,InfoObjects,3.9,"IT Services & Consulting , 51-200 Employees , 19 years old , Jaipur +1 more"
98,L&T Construction,4.1,"Engineering & Construction , 5k-10k Employees , Public , 80 years old , Jaipur +360 more"
99,Manipal Hospitals,4.2,"Healthcare , 1k-5k Employees , 71 years old , Jaipur +48 more"
100,L&T Construction,4.1,"Engineering & Construction , 5k-10k Employees , Public , 80 years old , Jaipur +360 more"
101,Isys Softech,3.5,"BPO , 201-500 Employees , 24 years old , Jaipur +2 more"
102,Manipal University,3.9,"Education & Training , 1k-5k Employees , 71 years old , Jaipur +14 more"
103,Delhivery,4.0,"Logistics , 10k-50k Employees , Fortune India 500 , 13 years old , Jaipur +632 more"
104,Quess,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Jaipur +542 more"
105,Udaan,4.0,"1k-5k Employees , Indian Unicorn , 8 years old , Jaipur +333 more"
106,Synoriq,3.2,"IT Services & Consulting , 201-500 Employees , 7 years old , Jaipur +1 more"
107,KEC International,4.1,"Engineering & Construction , 5k-10k Employees , Public , 79 years old , Jaipur +261 more"
108,Zentek Infosoft,4.4,"IT Services & Consulting , 51-200 Employees , 10 years old , Jaipur +3 more"
109,Programmers.io,4.3,"IT Services & Consulting , 1k-5k Employees , 11 years old , Jaipur +4 more"
110,OPPO,4.0,"Consumer Electronics & Appliances , 10k-50k Employees , Public , 20 years old , Jaipur +354 more"
111,VKALP Outsourcing Services,3.9,"BPO , 201-500 Employees , 22 years old , Jaipur +2 more"
112,Prem Motors,4.0,"Automobile , 1k-5k Employees , 34 years old , Jaipur +15 more"
113,Oberoi Group of Hotels,4.2,"Hospitality , 1k-5k Employees , 90 years old , Jaipur +31 more"
114,Derewala Jewellery Industries,3.3,"Jewellery , 201-500 Employees , 37 years old , Jaipur +1 more"
115,Marktine,4.7,"IT Services & Consulting , 51-200 Employees , 8 years old , Jaipur +3 more"
116,DMart,4.0,"Retail , 10k-50k Employees , Fortune India 500 , 22 years old , Jaipur +213 more"
117,MyTeam11,4.6,"Gaming , 201-500 Employees , Startup , 8 years old , Jaipur +1 more"
118,GetePay,3.9,"Internet , Startup , Jaipur +5 more"
119,Amol Pharmaceuticals,4.4,"Pharma , 51-200 Employees , 28 years old , Jaipur +2 more"
120,Normet,3.9,"Industrial Machinery , 1k-5k Employees , 62 years old , Jaipur +15 more"
121,Home Credit Finance,4.1,"Financial Services , 10k-50k Employees , 12 years old , Jaipur +116 more"
122,Rays Power Infra,4.2,"Power , 201-500 Employees , 13 years old , Jaipur +14 more"
123,Indian Army,4.7,"Defence & Aerospace , 1 Lakh+ Employees , Public , 129 years old , Jaipur +326 more"
124,Ecom Express,4.0,"Logistics , 10k-50k Employees , 12 years old , Jaipur +629 more"
125,Bhagwan Mahaveer Cancer Hospital & Research Centre,4.1,"Healthcare , 201-500 Employees , 27 years old , Jaipur +3 more"
126,Shalby Hospitals,4.6,"Healthcare , 1k-5k Employees , Public , 30 years old , Jaipur +23 more"
127,Lernx,4.1,Jaipur +12 more
128,Borosil Glass Works,3.8,"501-1k Employees , Public , 62 years old , Jaipur +31 more"
129,Appcino Technologies,3.9,"IT Services & Consulting , 201-500 Employees , 11 years old , Jaipur +12 more"
130,Bandhan Bank,3.8,"Banking , 50k-1 Lakh Employees , Public , 23 years old , Jaipur +782 more"
131,Yashi Consulting Services,3.9,"IT Services & Consulting , 51-200 Employees , 19 years old , Jaipur +25 more"
132,Ashiana Housing,4.1,"Real Estate , 501-1k Employees , Public , 45 years old , Jaipur +16 more"
133,ITC,4.0,"FMCG , 10k-50k Employees , Public , 114 years old , Jaipur +301 more"
134,N K Buildcon,4.7,"Waste Management , 51-200 Employees , 29 years old , Jaipur +8 more"
135,Reliance Communications,4.0,"Telecom , 201-500 Employees , Public , 22 years old , Jaipur +420 more"
136,Perto,3.9,"Electrical Equipment , 11-50 Employees , 36 years old , Jaipur +9 more"
137,Pratap Technocrats,4.0,"Telecom , 10k-50k Employees , 26 years old , Jaipur +103 more"
138,Rajasthan Patrika,3.3,"Broadcasting , 1k-5k Employees , 68 years old , Jaipur +36 more"
139,Equitas Small Finance Bank,4.4,"Banking , 10k-50k Employees , Fortune India 500 , 17 years old , Jaipur +368 more"
140,Max Life Insurance,4.2,"Insurance , 10k-50k Employees , 24 years old , Jaipur +402 more"
141,Cambridge Court World School,4.7,"Education & Training , Jaipur +1 more"
142,SBI Cards & Payment Services,3.8,"Financial Services , 1k-5k Employees , 26 years old , Jaipur +349 more"
143,Havells,4.1,"Electrical Equipment , 5k-10k Employees , Public , 41 years old , Jaipur +185 more"
144,Varun Beverages,4.1,"Beverage , 5k-10k Employees , Public , 29 years old , Jaipur +286 more"
145,Piramal Capital Housing Finance,4.3,"NBFC , 1k-5k Employees , 4 years old , Jaipur +332 more"
146,Tata Motors,4.2,"Automobile , 10k-50k Employees , Public , 79 years old , Jaipur +433 more"
147,Hindustan Coca Cola Beverages,4.3,"Beverage , 5k-10k Employees , 27 years old , Jaipur +214 more"
148,USHA International,4.2,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 90 years old , Jaipur +111 more"
149,Fortis Escorts Hospital,4.1,"Healthcare , 5k-10k Employees , Public , 36 years old , Jaipur +15 more"
150,Mahindra Holidays & Resorts,3.6,"Hospitality , 5k-10k Employees , 28 years old , Jaipur +95 more"
151,Ekart Logistics,4.1,"Logistics , 1k-5k Employees , 15 years old , Jaipur +608 more"
152,Muthoot Finance,3.6,"NBFC , 10k-50k Employees , Public , 85 years old , Jaipur +645 more"
153,Accenture,4.0,"IT Services & Consulting , 1 Lakh+ Employees , Public , 35 years old , Jaipur +181 more"
154,Wonder Home Finance,4.7,"Financial Services , 1k-5k Employees , 7 years old , Jaipur +50 more"
155,GA Infra Private Limited,4.3,"Engineering & Construction , 501-1k Employees , 12 years old , Jaipur +20 more"
156,Jana Small Finance Bank,3.9,"Banking , 10k-50k Employees , Public , 18 years old , Jaipur +354 more"
157,Digamber Finance,4.0,"Financial Services , 10k-50k Employees , Jaipur +25 more"
158,Cognus Technology,2.7,"Marketing & Advertising , 201-500 Employees , 16 years old , Jaipur +4 more"
159,Tata Capital,4.2,"NBFC , 5k-10k Employees , Fortune India 500 , 17 years old , Jaipur +236 more"
160,State Bank of India,3.9,"Banking , 1 Lakh+ Employees , Fortune India 500 , 218 years old , Jaipur +491 more"
161,Shoppers Stop,4.1,"Retail , 5k-10k Employees , Public , 33 years old , Jaipur +66 more"
162,Pratham Software,4.5,"Software Product , 201-500 Employees , 24 years old , Jaipur +1 more"
163,Poly Medicure,3.7,"Medical Equipment , 1k-5k Employees , Public , 27 years old , Jaipur +29 more"
164,RMC SWITCHGEARS,3.4,"Electrical Equipment , 201-500 Employees , Public , 30 years old , Jaipur +5 more"
165,Suresh Gyan Vihar University,3.7,"Education & Training , 201-500 Employees , 31 years old , Jaipur +2 more"
166,JECRC University,3.9,"Education & Training , 201-500 Employees (Global) , 12 years old , Jaipur +4 more"
167,Clover IT Services,4.2,"IT Services & Consulting , 51-200 Employees , 14 years old , Jaipur +2 more"
168,JPLoft Solutions,4.8,"IT Services & Consulting , 51-200 Employees , 9 years old , Jaipur +5 more"
169,Finova Capital,4.0,"NBFC , 1k-5k Employees , 9 years old , Jaipur +98 more"
170,Mahatma Gandhi Medical College & Hospital,4.1,"Education & Training , 501-1k Employees , 24 years old , Jaipur +11 more"
171,Shriram Finance,4.1,"NBFC , 50k-1 Lakh Employees , Public , 45 years old , Jaipur +966 more"
172,Mahindra Tractors,4.3,"79 years old , Jaipur +93 more"
173,Marriott International,4.3,"Hospitality , 10k-50k Employees , Forbes Global 2000 , 97 years old , Jaipur +73 more"
174,Ranosys Technologies,4.0,"IT Services & Consulting , 201-500 Employees , 16 years old , Jaipur +3 more"
175,Theme Engineering Services,3.7,"Engineering & Construction , 501-1k Employees , 22 years old , Jaipur +73 more"
176,Shree Cement,4.0,"Building Material , 5k-10k Employees , Public , 45 years old , Jaipur +197 more"
177,DS Group,4.1,"FMCG , 1k-5k Employees , Conglomerate , 95 years old , Jaipur +208 more"
178,ElasticRun,3.4,"Logistics , 1k-5k Employees , Indian Unicorn , 8 years old , Jaipur +348 more"
179,W3care Technologies,4.3,"IT Services & Consulting , 11-50 Employees , 14 years old , Jaipur +1 more"
180,Indus Towers,4.0,"Telecom , 1k-5k Employees , Fortune India 500 , 17 years old , Jaipur +159 more"
181,Extramarks Education,3.5,"EdTech , 1k-5k Employees , 17 years old , Jaipur +101 more"
182,Mittsure Technologies,3.4,"Education & Training , 201-500 Employees , 5 years old , Jaipur +15 more"
183,Apex Hospital,3.7,"Healthcare , 51-200 Employees (Global) , 30 years old , Jaipur +25 more"
184,JK Cement,4.2,"Building Material , 1k-5k Employees , Public , 49 years old , Jaipur +244 more"
185,Fortis Healthcare,4.1,"Healthcare , 1k-5k Employees , Public , 28 years old , Jaipur +61 more"
186,Woodenstreet.com,3.5,"Furniture & Furnishing , 51-200 Employees , Startup , 9 years old , Jaipur +22 more"
187,Amity University,3.6,"Education & Training , 1k-5k Employees , 19 years old , Jaipur +77 more"
188,Fairmont Hotels & Resorts,4.4,"Hospitality , 201-500 Employees , 117 years old , Jaipur +15 more"
189,Ehcc Hospital,4.2,"Healthcare , 501-1k Employees (Global) , 11 years old , Jaipur +2 more"
190,Maruti Suzuki,4.2,"Automobile , 10k-50k Employees , Public , 43 years old , Jaipur +380 more"
191,Radisson Hotels,4.1,"Hospitality , 5k-10k Employees , 115 years old , Jaipur +103 more"
192,Cheer Sagar Exports,3.0,"Fashion & Textile , 201-500 Employees , 33 years old , Jaipur +3 more"
193,Taj Hotels Resorts and Palaces,4.2,"Hospitality , 10k-50k Employees , 121 years old , Jaipur +94 more"
194,Maxop Engineering Co.,4.2,"Auto Components , 501-1k Employees , 21 years old , Jaipur +10 more"
195,Fexle Services,4.6,"IT Services & Consulting , 51-200 Employees , Public , 11 years old , Jaipur"
196,Aakash Educational Services,3.6,"EdTech , 5k-10k Employees , 36 years old , Jaipur +213 more"
197,Ujjivan Small Finance Bank,4.1,"Banking , 10k-50k Employees , Public , 7 years old , Jaipur +447 more"
198,Tractors and Farm Equipment,4.1,"Industrial Machinery , 10k-50k Employees , Public , 64 years old , Jaipur +163 more"
199,Paayas Milk Producer Company,4.1,"FMCG , 11-50 Employees , 12 years old , Jaipur +3 more"
200,Tata AIG,4.1,"Insurance , 5k-10k Employees , 24 years old , Jaipur +222 more"
201,ICICI Lombard General Insurance Company,3.8,"Insurance , 10k-50k Employees , Public , 23 years old , Jaipur +264 more"
202,Lotus Dairy Products,4.2,"Food Processing , 51-200 Employees , 23 years old , Jaipur +3 more"
203,Vertexplus Technologies,2.2,"IT Services & Consulting , 51-200 Employees , 14 years old , Jaipur +4 more"
204,Cholamandalam MS General Insurance,3.9,"Insurance , 1k-5k Employees , 23 years old , Jaipur +324 more"
205,SVG Express Services,3.6,"BPO , 1k-5k Employees (Global) , 22 years old , Jaipur +13 more"
206,Desire Energy Solution,4.1,"Financial Services , 501-1k Employees , Jaipur +9 more"
207,Bubugao Communication,4.5,"51-200 Employees , Jaipur +21 more"
208,Emami Agrotech,3.9,"Food Processing , 1k-5k Employees , Public , 22 years old , Jaipur +52 more"
209,SBI Securities,3.9,"Financial Services , 5k-10k Employees , 18 years old , Jaipur +225 more"
210,ASG Eye Hospital,3.9,"Healthcare , 501-1k Employees , 19 years old , Jaipur +61 more"
211,CARS24,3.7,"Internet , 5k-10k Employees , Indian Unicorn , 9 years old , Jaipur +148 more"
212,Genesys International Corporation,3.8,"IT Services & Consulting , 1k-5k Employees , Public , 29 years old , Jaipur +14 more"
213,PhonePe,4.1,"FinTech , 5k-10k Employees , Indian Unicorn , 9 years old , Jaipur +240 more"
214,Appentus Technologies,4.4,"Software Product , 51-200 Employees , 6 years old , Jaipur +2 more"
215,Iconic,4.1,"Fashion & Textile , 501-1k Employees , 11 years old , Jaipur +24 more"
216,Berger Paints,3.8,"Chemicals , 1k-5k Employees , Public , 101 years old , Jaipur +261 more"
217,Bajaj Allianz Life Insurance,4.1,"Insurance , 10k-50k Employees , 23 years old , Jaipur +504 more"
218,Poornima College of Engineering,4.3,"Education & Training , 201-500 Employees , 24 years old , Jaipur +3 more"
219,Kp Automotives,3.9,"Automobile , 11-50 Employees , 24 years old , Jaipur +3 more"
220,Millborn Switchgears,3.6,"Electrical Equipment , 11-50 Employees , 20 years old , Jaipur +3 more"
221,Jayoti Vidyapeeth Women's University,2.5,"Education & Training , 501-1k Employees (Global) , 16 years old , Jaipur +4 more"
222,Voylla,3.9,"Jewellery , 201-500 Employees , Startup , 12 years old , Jaipur +37 more"
223,Tata Projects,4.3,"Engineering & Construction , 5k-10k Employees , Public , 45 years old , Jaipur +237 more"
224,Hero Motors Company,4.1,"Automobile , 201-500 Employees , 26 years old , Jaipur +184 more"
225,Reliance Digital,4.2,"Retail , 5k-10k Employees , 17 years old , Jaipur +312 more"
226,DCB Bank,3.9,"Banking , 5k-10k Employees , Fortune India 500 , 94 years old , Jaipur +305 more"
227,Fleeca India,3.2,"Logistics , 51-200 Employees , Startup , 8 years old , Jaipur +12 more"
228,Dabur,3.8,"FMCG , 5k-10k Employees , Public , 140 years old , Jaipur +250 more"
229,CEG Test House And Research Centre,4.4,"Analytics & KPO , 51-200 Employees , 40 years old , Jaipur +1 more"
230,Jai Bajrang Steels,4.6,"Engineering & Construction , 51-200 Employees , 15 years old , Jaipur +3 more"
231,Paladin Organisation,3.8,Jaipur +2 more
232,DeepOrion Technology Private Limited,4.9,"IT Services & Consulting , 51-200 Employees , 2 years old , Jaipur +3 more"
233,Inox Leisure,4.1,"Media & Entertainment , 1k-5k Employees , Public , 25 years old , Jaipur +86 more"
234,AGS Health,4.0,"BPO , 10k-50k Employees , 13 years old , Jaipur +39 more"
235,Ck Birla Hospitals,4.2,"Healthcare , 201-500 Employees (Global) , 55 years old , Jaipur +6 more"
236,Genus Innovation,4.0,"Power , 201-500 Employees , 26 years old , Jaipur +14 more"
237,Pidilite Industries,4.4,"Chemicals , 5k-10k Employees , Public , 65 years old , Jaipur +242 more"
238,I Process Services,3.9,"Recruitment , 1k-5k Employees , 19 years old , Jaipur +305 more"
239,DTDC Express,3.8,"Logistics , 1k-5k Employees , 34 years old , Jaipur +229 more"
240,Indiabulls Home Loans,3.9,"NBFC , 5k-10k Employees , Public , 19 years old , Jaipur +190 more"
241,Cholamandalam Investment & Finance,4.1,"NBFC , 10k-50k Employees , Fortune India 500 , 46 years old , Jaipur +645 more"
242,Roshan Motors,3.4,"11-50 Employees , Jaipur +4 more"
243,Mahindra Finance,4.3,"NBFC , 10k-50k Employees , Public , 33 years old , Jaipur +632 more"
244,The Lalit,3.8,"Hospitality , 1k-5k Employees , 43 years old , Jaipur +28 more"
245,KENT RO Systems,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , 25 years old , Jaipur +139 more"
246,Brainosys,4.8,Jaipur
247,WeNet Global,5.0,"IT Services & Consulting , 51-200 Employees , Startup , 2 years old , Jaipur +3 more"
248,RBL Bank,3.8,"Banking , 10k-50k Employees , Public , 81 years old , Jaipur +226 more"
249,Bank of Baroda,3.6,"Banking , 50k-1 Lakh Employees , Fortune India 500 , 116 years old , Jaipur +242 more"
250,PNB MetLife,3.5,"Insurance , 5k-10k Employees , Conglomerate , 23 years old , Jaipur +326 more"
251,Stellarix Consultancy Services,3.5,"Analytics & KPO , 51-200 Employees , 15 years old , Jaipur"
252,Swiggy,3.9,"Internet , 5k-10k Employees , Indian Unicorn , 10 years old , Jaipur +193 more"
253,Creative Projects & Contracts,4.2,"201-500 Employees , Jaipur +3 more"
254,GATI-KWE,4.0,"Logistics , 1k-5k Employees , 12 years old , Jaipur +156 more"
255,Anand International College of Engineering,4.5,"Education & Training , 51-200 Employees , 14 years old , Jaipur +1 more"
256,Capri Global Capital,3.7,"NBFC , 1k-5k Employees , Public , 27 years old , Jaipur +218 more"
257,Eureka Forbes,3.9,"Consumer Electronics & Appliances , 1k-5k Employees , 42 years old , Jaipur +159 more"
258,Unique Builders,3.4,"Engineering & Construction , 51-200 Employees , 22 years old , Jaipur +13 more"
259,Poonawalla Fincorp,3.9,"NBFC , 1k-5k Employees , Public , 36 years old , Jaipur +246 more"
260,Unique Builders,3.4,"Engineering & Construction , 51-200 Employees , 22 years old , Jaipur +13 more"
261,Namdev Finvest,4.5,"Financial Services , 201-500 Employees , 27 years old , Jaipur +34 more"
262,Jaipur Vidyut Vitran Nigam,3.9,"Government , 11-50 Employees , State , Jaipur +12 more"
263,Axestrack Software Solutions,4.0,"IT Services & Consulting , 51-200 Employees , 11 years old , Jaipur +6 more"
264,Poornima University,3.9,"Education & Training , 501-1k Employees (Global) , 12 years old , Jaipur +2 more"
265,SBI Life Insurance Company,3.9,"Insurance , 10k-50k Employees , 23 years old , Jaipur +529 more"
266,RUJ & SRM MECHANICS,3.8,"51-200 Employees , Jaipur"
267,Health Care Global Enterprises,4.2,"Healthcare , 5k-10k Employees , Public , 35 years old , Jaipur +40 more"
268,Santokba Durlabhji Memorial Hospital,3.6,"Healthcare , 51-200 Employees , 53 years old , Jaipur +2 more"
269,Data Ingenious Global,3.8,"IT Services & Consulting , 501-1k Employees , Public , 29 years old , Jaipur +14 more"
270,Blinkit,3.9,"Internet , 1k-5k Employees , Indian Unicorn , 11 years old , Jaipur +64 more"
271,Tata AIA Life Insurance,4.1,"Insurance , 10k-50k Employees , 23 years old , Jaipur +333 more"
272,TVS Supply Chain Solutions,4.0,"Logistics , 1k-5k Employees , 128 years old , Jaipur +133 more"
273,Laxmi India Finleasecap,4.4,"51-200 Employees , 28 years old , Jaipur +33 more"
274,Angara Ecommerce,3.4,"IT Services & Consulting , 201-500 Employees , 17 years old , Jaipur +1 more"
275,Paydeer,4.3,Jaipur +5 more
