,company_name,company_rating,other_data
36,Concentrix Corporation,3.9,"BPO , 50k-1 Lakh Employees , Public , 41 years old , Hyderabad / Secunderabad +117 more"
37,Oracle,3.8,"Software Product , 50k-1 Lakh Employees , Public , 47 years old , Hyderabad / Secunderabad +47 more"
38,Axis Bank,3.9,"Banking , 50k-1 Lakh Employees , Public , 31 years old , Hyderabad / Secunderabad +1317 more"
39,Novartis,4.1,"Pharma , 1k-5k Employees , 28 years old , Hyderabad / Secunderabad +64 more"
40,GlobalLogic,3.7,"IT Services & Consulting , 10k-50k Employees , 24 years old , Hyderabad / Secunderabad +35 more"
41,CGI Group,4.1,"IT Services & Consulting , 10k-50k Employees , Forbes Global 2000 , 48 years old , Hyderabad / Secunderabad +31 more"
42,JPMorgan Chase & Co.,4.1,"Financial Services , 50k-1 Lakh Employees , Public , 56 years old , Hyderabad / Secunderabad +34 more"
43,Aragen Life Sciences,4.1,"Pharma , 1k-5k Employees , 24 years old , Hyderabad / Secunderabad +19 more"
44,MSN Laboratories,3.8,"Pharma , 10k-50k Employees , 21 years old , Hyderabad / Secunderabad +70 more"
45,24/7 Customer,3.6,"BPO , 5k-10k Employees , 24 years old , Hyderabad / Secunderabad +26 more"
46,Biological E,4.2,"Biotechnology , 1k-5k Employees , 71 years old , Hyderabad / Secunderabad +47 more"
47,DXC Technology,3.8,"IT Services & Consulting , 10k-50k Employees , Public , 7 years old , Hyderabad / Secunderabad +83 more"
48,Synchrony,4.4,"Financial Services , 1k-5k Employees , Forbes Global 2000 , 92 years old , Hyderabad / Secunderabad +9 more"
49,Optum Global Solutions,4.2,"IT Services & Consulting , 10k-50k Employees , 22 years old , Hyderabad / Secunderabad +14 more"
50,Hinduja Global Solutions,4.0,"IT Services & Consulting , 10k-50k Employees , Public , 24 years old , Hyderabad / Secunderabad +104 more"
51,S&P Global,4.2,"Analytics & KPO , 10k-50k Employees , Public , 164 years old , Hyderabad / Secunderabad +24 more"
52,Tata Projects,4.3,"Engineering & Construction , 5k-10k Employees , Public , 45 years old , Hyderabad / Secunderabad +237 more"
53,State Street Corporation,3.8,"Financial Services , 10k-50k Employees , Forbes Global 2000 , 232 years old , Hyderabad / Secunderabad +20 more"
54,Sutherland Global Services,3.7,"IT Services & Consulting , 10k-50k Employees , 38 years old , Hyderabad / Secunderabad +57 more"
55,HighRadius,3.0,"FinTech , 1k-5k Employees , 18 years old , Hyderabad / Secunderabad +13 more"
56,Nagarjuna Construction Company,4.2,"Engineering & Construction , 5k-10k Employees , Public , 26 years old , Hyderabad / Secunderabad +221 more"
57,Bank of America,4.4,"Banking , 10k-50k Employees , Fortune India 500 , 26 years old , Hyderabad / Secunderabad +28 more"
58,Reliance Retail,4.0,"Retail , 1 Lakh+ Employees , 18 years old , Hyderabad / Secunderabad +1013 more"
59,Viatris,4.2,"Pharma , 10k-50k Employees , Forbes Global 2000 , 4 years old , Hyderabad / Secunderabad +69 more"
60,Kotak Mahindra Bank,3.9,"Banking , 50k-1 Lakh Employees , Public , 21 years old , Hyderabad / Secunderabad +573 more"
61,R1 RCM,3.9,"Healthcare , 5k-10k Employees , 17 years old , Hyderabad / Secunderabad +32 more"
62,NTT DATA,4.0,"IT Services & Consulting , 10k-50k Employees , 36 years old , Hyderabad / Secunderabad +60 more"
63,Dell,4.2,"Consumer Electronics & Appliances , 10k-50k Employees , Forbes Global 2000 , 40 years old , Hyderabad / Secunderabad +101 more"
64,Broadridge Financial Solutions,4.0,"FinTech , 5k-10k Employees , Forbes Global 2000 , 17 years old , Hyderabad / Secunderabad +9 more"
65,Gland Pharma,3.7,"Pharma , 1k-5k Employees , Fortune India 500 , 46 years old , Hyderabad / Secunderabad +25 more"
66,BYJU'S,3.1,"EdTech , 10k-50k Employees , Indian Unicorn , 13 years old , Hyderabad / Secunderabad +307 more"
67,Granules India,3.9,"Pharma , 1k-5k Employees , Public , 40 years old , Hyderabad / Secunderabad +16 more"
68,ValueMomentum,3.3,"IT Services & Consulting , 1k-5k Employees , 24 years old , Hyderabad / Secunderabad +7 more"
69,Jio,4.0,"Telecom , 50k-1 Lakh Employees , Public , 6 years old , Hyderabad / Secunderabad +1175 more"
70,Verizon,4.2,"Telecom , 5k-10k Employees , Forbes Global 2000 , 24 years old , Hyderabad / Secunderabad +10 more"
71,ECIL,4.1,"Electronics Manufacturing , 1k-5k Employees , Public , 57 years old , Hyderabad / Secunderabad +40 more"
72,IKS Health,3.6,"Healthcare , 5k-10k Employees , 17 years old , Hyderabad / Secunderabad +16 more"
73,Aparna Constructions and Estates,4.1,"Real Estate , 1k-5k Employees , 28 years old , Hyderabad / Secunderabad +17 more"
74,Vodafone Idea,4.2,"Telecom , 5k-10k Employees , Public , 6 years old , Hyderabad / Secunderabad +637 more"
75,ACT Fibernet,4.0,"Telecom , 5k-10k Employees , 16 years old , Hyderabad / Secunderabad +42 more"
76,PepsiCo,4.2,"Food Processing , 1 Lakh+ Employees , Public , 59 years old , Hyderabad / Secunderabad +224 more"
77,IVY Comptech,4.0,"IT Services & Consulting , 1k-5k Employees , 23 years old , Hyderabad / Secunderabad +5 more"
78,Microsoft Corporation,4.1,"Software Product , 10k-50k Employees , Forbes Global 2000 , 49 years old , Hyderabad / Secunderabad +42 more"
79,Sykes Business Services Of India,3.4,"BPO , 10k-50k Employees , 47 years old , Hyderabad / Secunderabad +16 more"
80,Franklin Templeton Investments,4.2,"1k-5k Employees , 77 years old , Hyderabad / Secunderabad +27 more"
81,Qualcomm,4.0,"Semiconductors , 10k-50k Employees , Forbes Global 2000 , 28 years old , Hyderabad / Secunderabad +15 more"
82,Infosys BPM,3.8,"BPO , 10k-50k Employees , 22 years old , Hyderabad / Secunderabad +68 more"
83,Foundever,3.8,"BPO , 5k-10k Employees , Conglomerate , 39 years old , Hyderabad / Secunderabad +16 more"
84,YASH Technologies,3.8,"IT Services & Consulting , 5k-10k Employees , 28 years old , Hyderabad / Secunderabad +21 more"
85,Medha Servo Drives,4.3,"Electrical Equipment , 1k-5k Employees , 40 years old , Hyderabad / Secunderabad +45 more"
86,Thomson Reuters,4.2,"Software Product , 5k-10k Employees , Forbes Global 2000 , 16 years old , Hyderabad / Secunderabad +24 more"
87,CBRE,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 118 years old , Hyderabad / Secunderabad +75 more"
88,Cigniti Technologies,3.9,"IT Services & Consulting , 1k-5k Employees , Public , 26 years old , Hyderabad / Secunderabad +6 more"
89,EPAM Systems,3.8,"IT Services & Consulting , 5k-10k Employees , 31 years old , Hyderabad / Secunderabad +20 more"
90,Apollo Hospitals,4.2,"Healthcare , 10k-50k Employees , Public , 41 years old , Hyderabad / Secunderabad +189 more"
91,SAI Life Sciences,3.9,"Pharma , 1k-5k Employees , Public , 25 years old , Hyderabad / Secunderabad +16 more"
92,DBS Bank,3.9,"Banking , 5k-10k Employees , 56 years old , Hyderabad / Secunderabad +142 more"
93,Quislex Legal Services,3.9,"Legal , 501-1k Employees , 20 years old , Hyderabad / Secunderabad +4 more"
94,PrimEra Medical Technologies,3.9,"IT Services & Consulting , 1k-5k Employees , 9 years old , Hyderabad / Secunderabad +4 more"
95,Ernst & Young,3.6,"Management Consulting , 50k-1 Lakh Employees , 22 years old , Hyderabad / Secunderabad +94 more"
96,Salesforce,4.1,"Software Product , 5k-10k Employees , Public , 25 years old , Hyderabad / Secunderabad +26 more"
97,Anlitiks,4.8,Hyderabad / Secunderabad +1 more
98,BA Continuum,4.3,"NBFC , 1k-5k Employees , 21 years old , Hyderabad / Secunderabad +15 more"
99,JLL,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 25 years old , Hyderabad / Secunderabad +70 more"
100,DMart,4.0,"Retail , 10k-50k Employees , Fortune India 500 , 22 years old , Hyderabad / Secunderabad +213 more"
101,Power Mech Projects,3.9,"Engineering & Construction , 1k-5k Employees , Public , 17 years old , Hyderabad / Secunderabad +118 more"
102,Larsen & Toubro Limited,4.1,"Engineering & Construction , 10k-50k Employees , Public , 86 years old , Hyderabad / Secunderabad +623 more"
103,GlobalData,3.6,"Analytics & KPO , 1k-5k Employees , 40 years old , Hyderabad / Secunderabad +9 more"
104,DuPont,4.1,"Waste Management , 1k-5k Employees , 222 years old , Hyderabad / Secunderabad +46 more"
105,Shapoorji Pallonji Group,4.2,"Engineering & Construction , 5k-10k Employees , Conglomerate , 159 years old , Hyderabad / Secunderabad +162 more"
106,PwC,3.6,"Management Consulting , 10k-50k Employees , Conglomerate , 144 years old , Hyderabad / Secunderabad +93 more"
107,ICICI Lombard General Insurance Company,3.8,"Insurance , 10k-50k Employees , Public , 23 years old , Hyderabad / Secunderabad +264 more"
108,OMICS International,2.6,"Printing & Publishing , 1k-5k Employees , Conglomerate , 17 years old , Hyderabad / Secunderabad +5 more"
109,Google,4.4,"Internet , 10k-50k Employees , 29 years old , Hyderabad / Secunderabad +78 more"
110,Yashoda Hospitals,3.9,"Healthcare , 501-1k Employees , 35 years old , Hyderabad / Secunderabad +24 more"
111,Marpu Foundation,4.9,"Non-Profit , 51-200 Employees , 8 years old , Hyderabad / Secunderabad +58 more"
112,AGS Health,4.0,"BPO , 10k-50k Employees , 13 years old , Hyderabad / Secunderabad +39 more"
113,L&T Infotech,3.8,"IT Services & Consulting , 10k-50k Employees , Public , 28 years old , Hyderabad / Secunderabad +84 more"
114,Bharti Airtel,4.1,"Telecom , 10k-50k Employees , Public , 29 years old , Hyderabad / Secunderabad +660 more"
115,Next Education India,3.8,"EdTech , 1k-5k Employees , 17 years old , Hyderabad / Secunderabad +79 more"
116,Parexel International,4.0,"Clinical Research , 1k-5k Employees , 42 years old , Hyderabad / Secunderabad +12 more"
117,RealPage,3.8,"IT Services & Consulting , 1k-5k Employees , 26 years old , Hyderabad / Secunderabad +7 more"
118,Flipkart,4.0,"Internet , 10k-50k Employees , Public , 17 years old , Hyderabad / Secunderabad +516 more"
119,Tata Advanced Systems,3.9,"Defence & Aerospace , 5k-10k Employees , 17 years old , Hyderabad / Secunderabad +37 more"
120,Neuland Laboratories,4.1,"Pharma , 1k-5k Employees , Public , 40 years old , Hyderabad / Secunderabad +7 more"
121,Quess,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Hyderabad / Secunderabad +542 more"
122,AVEVA,4.3,"Software Product , 1k-5k Employees , 57 years old , Hyderabad / Secunderabad +11 more"
123,Zensar Technologies,3.8,"IT Services & Consulting , 5k-10k Employees , Public , 23 years old , Hyderabad / Secunderabad +22 more"
124,Laurus Labs,4.2,"Pharma , 5k-10k Employees , Public , 19 years old , Hyderabad / Secunderabad +14 more"
125,Ryan,4.6,"Accounting & Auditing , 1k-5k Employees , 33 years old , Hyderabad / Secunderabad +3 more"
126,Infor Global Solution,4.1,"Software Product , 1k-5k Employees , 22 years old , Hyderabad / Secunderabad +8 more"
127,Mphasis,3.5,"IT Services & Consulting , 10k-50k Employees , Public , 26 years old , Hyderabad / Secunderabad +54 more"
128,Heritage Foods,4.1,"Food Processing , 1k-5k Employees , Public , 32 years old , Hyderabad / Secunderabad +95 more"
129,People Tech Group,2.8,"IT Services & Consulting , 1k-5k Employees , 18 years old , Hyderabad / Secunderabad +9 more"
130,CorroHealth,3.4,"1k-5k Employees , Hyderabad / Secunderabad +20 more"
131,CtrlS,4.0,"IT Services & Consulting , 501-1k Employees , 17 years old , Hyderabad / Secunderabad +14 more"
132,Greenko Group,3.9,"Power , 1k-5k Employees , 20 years old , Hyderabad / Secunderabad +56 more"
133,Birlasoft,3.8,"IT Services & Consulting , 10k-50k Employees , Public , 29 years old , Hyderabad / Secunderabad +35 more"
134,Wipro Enterprises Ltd,3.9,"IT Services & Consulting , 501-1k Employees , 79 years old , Hyderabad / Secunderabad +102 more"
135,IDFC FIRST Bank,4.0,"Banking , 10k-50k Employees , Public , 6 years old , Hyderabad / Secunderabad +588 more"
136,Randstad,3.9,"Recruitment , 5k-10k Employees , Conglomerate , 32 years old , Hyderabad / Secunderabad +264 more"
137,JustDial,3.6,"Internet , 10k-50k Employees , Public , 28 years old , Hyderabad / Secunderabad +181 more"
138,Kyndryl,4.1,"IT Services & Consulting , 10k-50k Employees , Public , 2 years old , Hyderabad / Secunderabad +26 more"
139,Asian Paints,4.1,"Chemicals , 5k-10k Employees , Public , 82 years old , Hyderabad / Secunderabad +443 more"
140,NCR Corporation,4.1,"IT Services & Consulting , 5k-10k Employees , Forbes Global 2000 , 140 years old , Hyderabad / Secunderabad +79 more"
141,Invesco,4.0,"Financial Services , 1k-5k Employees , Forbes Global 2000 , 89 years old , Hyderabad / Secunderabad +6 more"
142,UST,3.8,"IT Services & Consulting , 10k-50k Employees , 23 years old , Hyderabad / Secunderabad +36 more"
143,Innominds Software,3.1,"IT Services & Consulting , 1k-5k Employees , 26 years old , Hyderabad / Secunderabad +6 more"
144,Sutherland Healthcare Solutions,3.9,"Analytics & KPO , 1k-5k Employees , 22 years old , Hyderabad / Secunderabad +7 more"
145,Infinx,3.6,"Software Product , 1k-5k Employees , 12 years old , Hyderabad / Secunderabad +28 more"
146,Tech Mahindra Business Services,3.5,"BPO , 5k-10k Employees , Public , 21 years old , Hyderabad / Secunderabad +49 more"
147,Wipro Consumer Care & Lighting,3.9,"FMCG , 1k-5k Employees , 79 years old , Hyderabad / Secunderabad +96 more"
148,DIVI'S Laboratories,3.9,"Healthcare , 10k-50k Employees , Public , 34 years old , Hyderabad / Secunderabad +23 more"
149,RAMTeCH Software Solutions,3.9,"IT Services & Consulting , 1k-5k Employees , 32 years old , Hyderabad / Secunderabad +27 more"
150,Natco Pharma,4.1,"Pharma , 1k-5k Employees , Public , 43 years old , Hyderabad / Secunderabad +47 more"
151,CDK Global,3.7,"Software Product , 1k-5k Employees , 52 years old , Hyderabad / Secunderabad +5 more"
152,Lavender Technology,5.0,"IT Services & Consulting , 5k-10k Employees , 14 years old , Hyderabad / Secunderabad +4 more"
153,Techwave Consulting,3.9,"IT Services & Consulting , 1k-5k Employees , 20 years old , Hyderabad / Secunderabad +3 more"
154,MRF Tyres,3.8,"Auto Components , 10k-50k Employees , Public , 78 years old , Hyderabad / Secunderabad +161 more"
155,Matrimony.com,4.4,"Internet , 1k-5k Employees , Public , 27 years old , Hyderabad / Secunderabad +50 more"
156,BigBasket,4.0,"Internet , 10k-50k Employees , Indian Unicorn , 13 years old , Hyderabad / Secunderabad +116 more"
157,Vijaya Diagnostic Centre,4.1,"Healthcare , 501-1k Employees , 43 years old , Hyderabad / Secunderabad +30 more"
158,KIMS Hospital,4.1,"Healthcare , 1k-5k Employees , 12 years old , Hyderabad / Secunderabad +39 more"
159,Aarvee Associates,4.0,"Engineering & Construction , 1k-5k Employees , 35 years old , Hyderabad / Secunderabad +126 more"
160,HCL Group,3.8,"IT Services & Consulting , 1 Lakh+ Employees , 48 years old , Hyderabad / Secunderabad +74 more"
161,Google Operations Center,3.6,"Internet , 1k-5k Employees , Hyderabad / Secunderabad +17 more"
162,Foray Software,3.6,"IT Services & Consulting , 501-1k Employees , 13 years old , Hyderabad / Secunderabad +17 more"
163,GVPR Engineers,4.0,"Engineering & Construction , 501-1k Employees , Public , 27 years old , Hyderabad / Secunderabad +66 more"
164,KMV Projects,4.2,"Engineering & Construction , 1k-5k Employees , 17 years old , Hyderabad / Secunderabad +56 more"
165,Karvy Stock Broking,3.6,"1k-5k Employees , 34 years old , Hyderabad / Secunderabad +100 more"
166,Sanofi,4.4,"Pharma , 1k-5k Employees , Public , 20 years old , Hyderabad / Secunderabad +71 more"
167,GUS Education India,3.3,"EdTech , 1k-5k Employees , 7 years old , Hyderabad / Secunderabad +5 more"
168,Sodexo,4.1,"Facility Management Services , 10k-50k Employees , Forbes Global 2000 , 16 years old , Hyderabad / Secunderabad +131 more"
169,Muthoot Finance,3.6,"NBFC , 10k-50k Employees , Public , 85 years old , Hyderabad / Secunderabad +645 more"
170,UBS,3.9,"Investment Banking / Venture Capital / Private Equity , 5k-10k Employees , Forbes Global 2000 , 9 years old , Hyderabad / Secunderabad +29 more"
171,Persistent Systems,3.8,"IT Services & Consulting , 10k-50k Employees , Public , 34 years old , Hyderabad / Secunderabad +33 more"
172,IndusInd Bank,3.7,"Banking , 10k-50k Employees , Public , 30 years old , Hyderabad / Secunderabad +689 more"
173,Bharat Biotech International,3.2,"Biotechnology , 1k-5k Employees , 28 years old , Hyderabad / Secunderabad +26 more"
174,Hexagon Capability Center,4.0,"IT Services & Consulting , 1k-5k Employees , 37 years old , Hyderabad / Secunderabad +8 more"
175,MOURI Tech,3.9,"IT Services & Consulting , 1k-5k Employees , 19 years old , Hyderabad / Secunderabad +10 more"
176,Startek,3.3,"BPO , 10k-50k Employees , Public , 7 years old , Hyderabad / Secunderabad +72 more"
177,Cloud4C,3.4,"IT Services & Consulting , 1k-5k Employees , 10 years old , Hyderabad / Secunderabad +7 more"
178,Bajaj Finserv,4.1,"Financial Services , 50k-1 Lakh Employees , Public , 17 years old , Hyderabad / Secunderabad +904 more"
179,ZF India Technology Center,3.7,"Auto Components , 10k-50k Employees , 109 years old , Hyderabad / Secunderabad +6 more"
180,Family Health Plan,4.0,"Insurance , 1k-5k Employees , 29 years old , Hyderabad / Secunderabad +28 more"
181,Corteva Agriscience,4.3,"Agro Chemicals , 1k-5k Employees , Public , 5 years old , Hyderabad / Secunderabad +80 more"
182,My Home Constructions,4.3,"Real Estate , 501-1k Employees , 35 years old , Hyderabad / Secunderabad +14 more"
183,HRH Next Services,3.2,"BPO , 51-200 Employees , 17 years old , Hyderabad / Secunderabad +13 more"
184,Care Hospital,4.2,"Healthcare , 1k-5k Employees , 27 years old , Hyderabad / Secunderabad +36 more"
185,Berkadia,4.0,"Real Estate , 501-1k Employees , 15 years old , Hyderabad / Secunderabad +4 more"
186,TriGeo Technologies,3.2,"IT Services & Consulting , 11-50 Employees , 28 years old , Hyderabad / Secunderabad +5 more"
187,Eastman Chemical Company,4.3,"Chemicals , 501-1k Employees , Forbes Global 2000 , 74 years old , Hyderabad / Secunderabad +3 more"
188,Swiggy,3.9,"Internet , 5k-10k Employees , Indian Unicorn , 10 years old , Hyderabad / Secunderabad +193 more"
189,Medplus(optival Health Solutions),3.6,"501-1k Employees , Fortune India 500 , 18 years old , Hyderabad / Secunderabad +85 more"
190,Sonata Software,3.7,"IT Services & Consulting , 1k-5k Employees , Public , 38 years old , Hyderabad / Secunderabad +12 more"
191,Brane Enterprises,3.6,"Software Product , 1k-5k Employees , 7 years old , Hyderabad / Secunderabad +3 more"
192,GD Research Center,3.6,"Analytics & KPO , 1k-5k Employees , 17 years old , Hyderabad / Secunderabad +8 more"
193,OpenText Technologies,3.8,"Software Product , 1k-5k Employees , 33 years old , Hyderabad / Secunderabad +10 more"
194,Reliance Industries,4.1,"Oil & Gas , 1 Lakh+ Employees , Public , 47 years old , Hyderabad / Secunderabad +687 more"
195,Aizant Drug Research Solutions,3.8,"Clinical Research , 501-1k Employees , 19 years old , Hyderabad / Secunderabad +2 more"
196,Re Sustainability Limited,4.0,"Waste Management , 10k-50k Employees , 30 years old , Hyderabad / Secunderabad +63 more"
197,Shriram Life Insurance,3.8,"Insurance , 1k-5k Employees , Conglomerate , 19 years old , Hyderabad / Secunderabad +216 more"
198,Micron Technology,3.7,"Semiconductors , 1k-5k Employees , Forbes Global 2000 , 46 years old , Hyderabad / Secunderabad +8 more"
199,NetCracker,3.0,"IT Services & Consulting , 1k-5k Employees , 31 years old , Hyderabad / Secunderabad +8 more"
200,Novartis Healthcare,4.1,"Pharma , 51-200 Employees , Public , 28 years old , Hyderabad / Secunderabad +25 more"
201,Pennar Industries,3.7,"Engineering & Construction , 1k-5k Employees , Public , 36 years old , Hyderabad / Secunderabad +22 more"
202,Sri Chaitanya Educational Institutions,3.9,"Education & Training , 50k-1 Lakh Employees , 38 years old , Hyderabad / Secunderabad +83 more"
203,Astra Microwave Products,3.9,"Hardware & Networking , 51-200 Employees , Public , 33 years old , Hyderabad / Secunderabad +14 more"
204,First American Corporation,3.9,"Financial Services , 1k-5k Employees , Forbes Global 2000 , 30 years old , Hyderabad / Secunderabad +14 more"
205,Mantra Technologies,3.7,"IT Services & Consulting , 201-500 Employees , 20 years old , Hyderabad / Secunderabad +9 more"
206,HDFC Life,4.1,"Insurance , 10k-50k Employees , Public , 24 years old , Hyderabad / Secunderabad +563 more"
207,GMR Group,4.1,"Engineering & Construction , 10k-50k Employees , Public , 46 years old , Hyderabad / Secunderabad +54 more"
208,Ramky Infrastructure,4.2,"Engineering & Construction , 501-1k Employees , Public , 30 years old , Hyderabad / Secunderabad +37 more"
209,HBL Power Systems,4.0,"Electrical Equipment , 1k-5k Employees , Public , 47 years old , Hyderabad / Secunderabad +43 more"
210,Defence Research & Development Organisation,4.5,"Defence & Aerospace , 10k-50k Employees , Central , 66 years old , Hyderabad / Secunderabad +44 more"
211,Vimta Labs,3.6,"Other , 1k-5k Employees , Public , 40 years old , Hyderabad/Secunderabad +24 more"
212,Phenom,4.2,"Software Product , 1k-5k Employees , 13 years old , Ambler +3 more"
213,Black Knight,3.6,"IT Services & Consulting , 501-1k Employees , Startup , 10 years old , Jacksonville +3 more"
214,NxtWave,3.9,"EdTech , 1k-5k Employees , Startup , 4 years old , Hyderabad / Secunderabad +21 more"
215,Welspun Flooring,3.8,"Building Material , 51-200 Employees , Public , 8 years old , Hyderabad +20 more"
216,Innova Solutions,3.7,"IT Services & Consulting , 1k-5k Employees , 26 years old , Atlanta +25 more"
217,Movate,3.4,"IT Services & Consulting , 1k-5k Employees , 28 years old , Plano +29 more"
218,Evoke Technologies,3.6,"IT Services & Consulting , 501-1k Employees , 21 years old , Dayton +2 more"
219,Spandana Sphoorty Financial,3.8,"NBFC , 10k-50k Employees , Public , 26 years old , Hyderabad/Secunderabad +225 more"
220,ServiceNow,4.0,"Software Product , 1k-5k Employees , Public , 20 years old , Hyderabad / Secunderabad +6 more"
221,Synechron,3.7,"IT Services & Consulting , 10k-50k Employees , 23 years old , Hyderabad / Secunderabad +26 more"
222,Hitachi Digital Services,3.8,"IT Services & Consulting , 1k-5k Employees , 1 years old , Hyderabad / Secunderabad +13 more"
223,Avineon India,4.0,"IT Services & Consulting , 1k-5k Employees , 26 years old , Hyderabad / Secunderabad +8 more"
224,Emblix Solutions,4.9,"IT Services & Consulting , 51-200 Employees , 12 years old , Hyderabad / Secunderabad +2 more"
225,Cotiviti,4.0,"Analytics & KPO , 1k-5k Employees , 45 years old , Hyderabad / Secunderabad +5 more"
226,GMR Hyderabad International Airport,4.0,"Aviation , 501-1k Employees , 24 years old , Hyderabad / Secunderabad +11 more"
227,Wipro Infotech,4.0,"IT Services & Consulting , 1 Lakh+ Employees (Global) , MNC , 79 years old , Hyderabad / Secunderabad +118 more"
228,Freyr Solutions,3.7,"Analytics & KPO , 5k-10k Employees , 13 years old , Hyderabad / Secunderabad +2 more"
229,Mediamint,3.8,"Marketing & Advertising , 1k-5k Employees , 14 years old , Hyderabad / Secunderabad +3 more"
230,Indian Immunologicals,4.1,"Biotechnology , 1k-5k Employees , Public , 42 years old , Hyderabad / Secunderabad +25 more"
231,Regalix,3.0,"Marketing & Advertising , 1k-5k Employees , 19 years old , Hyderabad / Secunderabad +5 more"
232,Delhivery,4.0,"Logistics , 10k-50k Employees , Fortune India 500 , 13 years old , Hyderabad / Secunderabad +632 more"
