,company_name,company_rating,other_data
43,PwC,3.6,"Management Consulting , 10k-50k Employees , Conglomerate , 144 years old , Mumbai +93 more"
44,ICICI Lombard General Insurance Company,3.8,"Insurance , 10k-50k Employees , Public , 23 years old , Mumbai +264 more"
45,Siemens,4.2,"Industrial Automation , 5k-10k Employees , Public , 177 years old , Mumbai +129 more"
46,Ajanta Pharma,4.1,"Pharma , 5k-10k Employees , Public , 51 years old , Mumbai +96 more"
47,Alkem Laboratories,4.0,"Pharma , 10k-50k Employees , Public , 51 years old , Mumbai +165 more"
48,ICICI Prudential Life Insurance,4.1,"Insurance , 10k-50k Employees , Public , 24 years old , Mumbai +450 more"
49,Afcons Infrastructure,4.4,"Engineering & Construction , 5k-10k Employees , 65 years old , Mumbai +99 more"
50,KPMG India,3.6,"Management Consulting , 10k-50k Employees , 37 years old , Mumbai +75 more"
51,Pidilite Industries,4.4,"Chemicals , 5k-10k Employees , Public , 65 years old , Mumbai +242 more"
52,JSW Steel,4.0,"Iron & Steel , 10k-50k Employees , Public , 42 years old , Mumbai +148 more"
53,Ipca Laboratories,4.0,"Pharma , 10k-50k Employees , Public , 75 years old , Mumbai +128 more"
54,upGrad,3.8,"EdTech , 5k-10k Employees , Indian Unicorn , 9 years old , Mumbai +38 more"
55,GeBBS Healthcare Solutions,3.7,"BPO , 5k-10k Employees , 19 years old , Mumbai +19 more"
56,Tata Projects,4.3,"Engineering & Construction , 5k-10k Employees , Public , 45 years old , Mumbai +237 more"
57,DMart,4.0,"Retail , 10k-50k Employees , Fortune India 500 , 22 years old , Mumbai +213 more"
58,Datamatics Global Services,3.6,"IT Services & Consulting , 5k-10k Employees , Public , 49 years old , Mumbai +28 more"
59,Clover Infotech,3.7,"IT Services & Consulting , 1k-5k Employees , 30 years old , Mumbai +17 more"
60,L&T Construction,4.1,"Engineering & Construction , 5k-10k Employees , Public , 80 years old , Mumbai +360 more"
61,BYJU'S,3.1,"EdTech , 10k-50k Employees , Indian Unicorn , 13 years old , Mumbai +307 more"
62,eClerx,3.5,"IT Services & Consulting , 10k-50k Employees , Public , 24 years old , Mumbai +17 more"
63,IBM,4.1,"IT Services & Consulting , 1 Lakh+ Employees , Public , 113 years old , Mumbai +149 more"
64,Capita,3.8,"IT Services & Consulting , 5k-10k Employees , 19 years old , Mumbai +25 more"
65,HDFC Ergo General Insurance,4.0,"Insurance , 10k-50k Employees , Public , 22 years old , Mumbai +236 more"
66,AU Small Finance Bank,4.4,"Banking , 10k-50k Employees , Fortune India 500 , 28 years old , Mumbai +409 more"
67,BNP Paribas,3.9,"Financial Services , 10k-50k Employees , Forbes Global 2000 , 176 years old , Mumbai +22 more"
68,KEC International,4.1,"Engineering & Construction , 5k-10k Employees , Public , 79 years old , Mumbai +261 more"
69,J. Kumar Infraprojects,4.1,"Engineering & Construction , 5k-10k Employees , Public , 44 years old , Mumbai +29 more"
70,General Mills,4.2,"Food Processing , 1k-5k Employees , Forbes Global 2000 , 96 years old , Mumbai +39 more"
71,RBL Bank,3.8,"Banking , 10k-50k Employees , Public , 81 years old , Mumbai +226 more"
72,Concentrix Corporation,3.9,"BPO , 50k-1 Lakh Employees , Public , 41 years old , Mumbai +117 more"
73,First Source,3.8,"BPO , 10k-50k Employees , Public , 23 years old , Mumbai +55 more"
74,UltraTech Cement,4.2,"Building Material , 10k-50k Employees , Public , 41 years old , Mumbai +433 more"
75,Indian Navy,4.6,"Defence & Aerospace , 50k-1 Lakh Employees , Central , 74 years old , Mumbai +56 more"
76,Foundever,3.8,"BPO , 5k-10k Employees , Conglomerate , 39 years old , Mumbai +16 more"
77,ABC,4.0,"Broadcasting , 1k-5k Employees (Global) , Public , 81 years old , Mumbai +103 more"
78,CBRE,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 118 years old , Mumbai +75 more"
79,Duck Creek Technologies,4.5,"Software Product , 501-1k Employees , 24 years old , Mumbai +6 more"
80,Nomura Holdings,3.8,"Investment Banking / Venture Capital / Private Equity , 1k-5k Employees , Public , 15 years old , Mumbai +9 more"
81,Jet Airways,4.6,"Aviation , 201-500 Employees , Public , 31 years old , Mumbai +42 more"
82,Bharti Airtel,4.1,"Telecom , 10k-50k Employees , Public , 29 years old , Mumbai +660 more"
83,Tata Communications,4.1,"Telecom , 5k-10k Employees , Public , 38 years old , Mumbai +86 more"
84,Capacit'e Infraprojects,3.6,"Engineering & Construction , 1k-5k Employees , Public , 12 years old , Mumbai +31 more"
85,JLL,4.2,"Real Estate , 10k-50k Employees , Forbes Global 2000 , 25 years old , Mumbai +70 more"
86,NSE.IT,3.6,"IT Services & Consulting , 1k-5k Employees , Public , 25 years old , Mumbai +134 more"
87,IIFL Finance,4.0,"NBFC , 10k-50k Employees , Public , 29 years old , Mumbai +673 more"
88,Deutsche Bank,4.0,"Banking , 10k-50k Employees , Fortune India 500 , 154 years old , Chennai +38 more"
89,Bajaj Electricals,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 86 years old , Chennai +199 more"
90,Sodexo,4.1,"Facility Management Services , 10k-50k Employees , Forbes Global 2000 , 16 years old , Chennai +131 more"
91,Cogoport,3.0,"Internet , 51-200 Employees , Startup , 8 years old , Chennai +12 more"
92,DHL Express,4.1,"Logistics , 1k-5k Employees , Conglomerate , 45 years old , Chennai +84 more"
93,Hexaware Technologies,3.7,"IT Services & Consulting , 10k-50k Employees , Fortune India 500 , 34 years old , Chennai +46 more"
94,Square Yards,3.8,"Internet , 1k-5k Employees , 11 years old , Chennai +42 more"
95,Hindustan Construction Company,4.3,"Engineering & Construction , 1k-5k Employees , Public , 98 years old , Chennai +81 more"
96,Kotak Mahindara Life Insurance,3.9,"Insurance , 10k-50k Employees , Public , 23 years old , Chennai +212 more"
97,SS&C TECHNOLOGIES,3.5,"IT Services & Consulting , 5k-10k Employees , Forbes Global 2000 , 38 years old , Chennai +25 more"
98,CMS IT Services,3.2,"IT Services & Consulting , 5k-10k Employees , Startup , 10 years old , Chennai +135 more"
99,Sterling & Wilson,4.1,"Engineering & Construction , 501-1k Employees , 97 years old , Chennai +96 more"
100,CitiusTech,3.5,"IT Services & Consulting , 1k-5k Employees , Indian Unicorn , 19 years old , Mumbai +14 more"
101,Tata AIG,4.1,"Insurance , 5k-10k Employees , 24 years old , Mumbai +222 more"
102,Tata Motors,4.2,"Automobile , 10k-50k Employees , Public , 79 years old , Mumbai +433 more"
103,Edelweiss,3.8,"Financial Services , 1k-5k Employees , Public , 7 years old , Mumbai +108 more"
104,LTIMindtree,3.6,"IT Services & Consulting , 50k-1 Lakh Employees , Public , 27 years old , Mumbai +52 more"
105,Croma,4.0,"Retail , 5k-10k Employees , 18 years old , Mumbai +147 more"
106,Shoppers Stop,4.1,"Retail , 5k-10k Employees , Public , 33 years old , Mumbai +66 more"
107,Tech Mahindra Business Services,3.5,"BPO , 5k-10k Employees , Public , 21 years old , Mumbai +49 more"
108,SMFG India Credit,4.1,"NBFC , 10k-50k Employees , 17 years old , Mumbai +484 more"
109,Godrej Group,4.0,"Chemicals , 10k-50k Employees , Public , 127 years old , Mumbai +117 more"
110,GlaxoSmithKline Pharmaceuticals,4.2,"Pharma , 1k-5k Employees , Fortune India 500 , 194 years old , Mumbai +179 more"
111,Tata Power,4.0,"Power , 10k-50k Employees , Public , 109 years old , Mumbai +119 more"
112,Marsh McLennan,4.1,"Management Consulting , 5k-10k Employees , Forbes Global 2000 , 153 years old , Mumbai +19 more"
113,USV,4.1,"Pharma , 1k-5k Employees , Fortune India 500 , 63 years old , Mumbai +90 more"
114,Ceat Tyres,4.1,"Auto Components , 5k-10k Employees , Public , 66 years old , Mumbai +116 more"
115,DCB Bank,3.9,"Banking , 5k-10k Employees , Fortune India 500 , 94 years old , Mumbai +305 more"
116,Bank of America,4.4,"Banking , 10k-50k Employees , Fortune India 500 , 26 years old , Mumbai +28 more"
117,Amazon,4.1,"Internet , 1 Lakh+ Employees , Public , 30 years old , Mumbai +455 more"
118,eClinicalWorks,3.9,"Software Product , 1k-5k Employees , 25 years old , Mumbai +12 more"
119,Atos Syntel,3.6,"IT Services & Consulting , 5k-10k Employees , 44 years old , Mumbai +25 more"
120,Atos Syntel,3.6,"IT Services & Consulting , 5k-10k Employees , 44 years old , Mumbai +25 more"
121,Citibank,4.0,"Banking , 10k-50k Employees (Global) , Fortune India 500 , 212 years old , Mumbai +47 more"
122,Future Group,4.3,"Retail , 10k-50k Employees , Conglomerate , 11 years old , Mumbai +196 more"
123,JustDial,3.6,"Internet , 10k-50k Employees , Public , 28 years old , Mumbai +181 more"
124,Taj Hotels Resorts and Palaces,4.2,"Hospitality , 10k-50k Employees , 121 years old , Mumbai +94 more"
125,Johnson & Johnson,4.2,"Pharma , 1k-5k Employees , Forbes Global 2000 , 67 years old , Mumbai +137 more"
126,L&T Finance,4.0,"NBFC , 10k-50k Employees , Public , 30 years old , Mumbai +474 more"
127,FDC,4.1,"Pharma , 5k-10k Employees , Public , 84 years old , Mumbai +97 more"
128,Alembic Pharmaceuticals,4.1,"Pharma , 10k-50k Employees , Public , 117 years old , Vadodara +155 more"
129,HERE Technologies,3.8,"IT Services & Consulting , 1k-5k Employees , 39 years old , Navi Mumbai +14 more"
130,JMC Projects,4.2,"Engineering & Construction , 1k-5k Employees , Public , 42 years old , Rishikesh +117 more"
131,Kotak Securities,3.7,"Financial Services , 5k-10k Employees , Conglomerate , 30 years old , Mumbai +116 more"
132,Kalpataru Group,3.9,"Real Estate , 1k-5k Employees , Conglomerate , 55 years old , Mumbai +62 more"
133,Sutherland Global Services,3.7,"IT Services & Consulting , 10k-50k Employees , 38 years old , Chennai +57 more"
134,BNP Paribas India Solutions,4.0,"IT Services & Consulting , 5k-10k Employees , 176 years old , Mumbai +9 more"
135,Piramal Capital Housing Finance,4.3,"NBFC , 1k-5k Employees , 4 years old , Mumbai +332 more"
136,Expertrons,3.8,"Education & Training , 201-500 Employees , Startup , 5 years old , Mumbai +8 more"
137,Conneqt Business Solutions,3.7,"BPO , 10k-50k Employees , 22 years old , Hyderabad / Secunderabad +224 more"
138,Quantiphi Analytics Solutions Private Limited,3.1,"IT Services & Consulting , 1k-5k Employees , Startup , 11 years old , Mumbai +11 more"
139,XL Dynamics,3.2,"IT Services & Consulting , 1k-5k Employees , 22 years old , Navi Mumbai +27 more"
140,Tata Capital,4.2,"NBFC , 5k-10k Employees , Fortune India 500 , 17 years old , Mumbai +236 more"
141,uFaber,2.8,"Education & Training , 1k-5k Employees , Startup , 11 years old , Mumbai +19 more"
142,Samsung,4.1,"Consumer Electronics & Appliances , 50k-1 Lakh Employees , Public , 55 years old , Mumbai +499 more"
143,Athena BPO,3.3,"BPO , 201-500 Employees , 5 years old , Mumbai +26 more"
144,QualityKiosk Technologies,3.7,"IT Services & Consulting , 1k-5k Employees , 24 years old , Mumbai +16 more"
145,MDC Group of Companies,4.9,"Pharma , 11-50 Employees (Global) , Mumbai +4 more"
146,State Bank of India,3.9,"Banking , 1 Lakh+ Employees , Fortune India 500 , 218 years old , Mumbai +491 more"
147,Intellect Design Arena,4.1,"FinTech , 5k-10k Employees , Public , 13 years old , Mumbai +26 more"
148,Toyo Engineeering,3.9,"Engineering & Construction , 1k-5k Employees , 63 years old , Mumbai +33 more"
149,Aditya Birla Fashion and Retail,4.2,"Fashion & Textile , 10k-50k Employees , Fortune India 500 , 36 years old , Mumbai +233 more"
150,UPL,4.2,"Agro Chemicals , 5k-10k Employees , Public , 55 years old , Mumbai +158 more"
151,Mphasis,3.5,"IT Services & Consulting , 10k-50k Employees , Public , 26 years old , Mumbai +54 more"
152,Atos,3.8,"IT Services & Consulting , 10k-50k Employees , Forbes Global 2000 , 27 years old , Mumbai +40 more"
153,Gandhi Automations,4.1,"Industrial Machinery , 501-1k Employees , 28 years old , Mumbai +20 more"
154,Bharat Petroleum,4.2,"Oil & Gas , 5k-10k Employees , Fortune India 500 , 72 years old , Mumbai +221 more"
155,Wockhardt,3.9,"Pharma , 5k-10k Employees , Public , 25 years old , Mumbai +76 more"
156,Xyz Company,3.8,"Financial Services , 51-200 Employees (Global) , Mumbai +94 more"
157,ITD Cementation India,4.3,"Engineering & Construction , 1k-5k Employees , Public , 93 years old , Mumbai +66 more"
158,Pfizer,4.1,"Pharma , 1k-5k Employees , Public , 20 years old , Mumbai +113 more"
159,Lavender Technology,5.0,"IT Services & Consulting , 5k-10k Employees , 14 years old , Mumbai +4 more"
160,Tata AIA Life Insurance,4.1,"Insurance , 10k-50k Employees , 23 years old , Mumbai +333 more"
161,State Street Syntel,3.7,"Financial Services , 501-1k Employees , 20 years old , Mumbai +21 more"
162,Angel One,3.9,"FinTech , 1k-5k Employees , Mumbai +111 more"
163,Quess,4.0,"BPO , 1k-5k Employees , Public , 17 years old , Mumbai +542 more"
164,Blue Star,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 81 years old , Mumbai +133 more"
165,Piramal Group,4.0,"Financial Services , 10k-50k Employees , Fortune India 500 , 44 years old , Mumbai +122 more"
166,Standard Chartered,3.9,"Banking , 10k-50k Employees , Fortune India 500 , 171 years old , Mumbai +58 more"
167,Impact Guru,4.1,"Internet , 501-1k Employees , Startup , 10 years old , Mumbai +14 more"
168,Nykaa,3.5,"Internet , 1k-5k Employees , Public , 12 years old , Mumbai +81 more"
169,IKS Health,3.6,"Healthcare , 5k-10k Employees , 17 years old , Mumbai +16 more"
170,Aditya Birla Group,4.1,"Building Material , 1 Lakh+ Employees , Conglomerate , 167 years old , Mumbai +222 more"
171,Zydus Lifesciences,4.2,"Pharma , 10k-50k Employees , Public , 72 years old , Mumbai +152 more"
172,Infinx,3.6,"Software Product , 1k-5k Employees , 12 years old , Mumbai +28 more"
173,Godrej Properties,3.7,"Real Estate , 1k-5k Employees , Public , 34 years old , Mumbai +27 more"
174,Flipkart,4.0,"Internet , 10k-50k Employees , Public , 17 years old , Mumbai +516 more"
175,Hinduja Global Solutions,4.0,"IT Services & Consulting , 10k-50k Employees , Public , 24 years old , Mumbai +104 more"
176,Integreon,3.5,"Legal , 1k-5k Employees , 24 years old , Mumbai +10 more"
177,Aditya Birla Capital,4.0,"Financial Services , 10k-50k Employees , Public , 7 years old , Mumbai +192 more"
178,ACC,4.0,"Building Material , 5k-10k Employees , Public , 88 years old , Mumbai +218 more"
179,Toothsi,2.8,"Internet , 501-1k Employees , Startup , 6 years old , Mumbai +14 more"
180,NCR Corporation,4.1,"IT Services & Consulting , 5k-10k Employees , Forbes Global 2000 , 140 years old , Mumbai +79 more"
181,Saint-Gobain,4.0,"Building Material , 10k-50k Employees , Forbes Global 2000 , 359 years old , Mumbai +92 more"
182,IQVIA,4.0,"Clinical Research , 10k-50k Employees , Forbes Global 2000 , 42 years old , Mumbai +44 more"
183,Indoco Remedies,3.7,"Pharma , 5k-10k Employees , Public , 77 years old , Mumbai +69 more"
184,PharmEasy,3.7,"Internet , 1k-5k Employees , Indian Unicorn , 9 years old , Mumbai +56 more"
185,Infosys,3.8,"IT Services & Consulting , 1 Lakh+ Employees , Public , 43 years old , Mumbai +182 more"
186,Kansai Nerolac Paints,3.9,"Chemicals , 1k-5k Employees , Public , 104 years old , Mumbai +182 more"
187,National Payments Corporation of India,3.9,"FinTech , 1k-5k Employees , 14 years old , Mumbai +10 more"
188,Marico,4.1,"FMCG , 1k-5k Employees , Public , 36 years old , Mumbai +149 more"
189,GEP Worldwide,3.8,"IT Services & Consulting , 1k-5k Employees , 25 years old , Mumbai +10 more"
190,NextComm Corporation,4.9,"1k-5k Employees , 7 years old , Mumbai +11 more"
191,Voltas,4.1,"Consumer Electronics & Appliances , 1k-5k Employees , Public , 70 years old , Mumbai +174 more"
192,Thomas Cook,3.9,"Travel & Tourism , 1k-5k Employees , Public , 143 years old , Mumbai +73 more"
193,Colgate Palmolive,4.2,"FMCG , 1k-5k Employees , Public , 87 years old , Mumbai +96 more"
194,Genesys International Corporation,3.8,"IT Services & Consulting , 1k-5k Employees , Public , 29 years old , Mumbai +14 more"
195,Citicorp,3.7,"Financial Services , 10k-50k Employees , 27 years old , Mumbai +23 more"
196,TCE,3.8,"Engineering & Construction , 5k-10k Employees , 62 years old , Mumbai +102 more"
197,Ocwen Financial Solutions,4.2,"Financial Services , 1k-5k Employees , 36 years old , Mumbai +7 more"
198,Sanofi,4.4,"Pharma , 1k-5k Employees , Public , 20 years old , Mumbai +71 more"
199,Future Generali India Life Insurance,3.8,"Insurance , 1k-5k Employees , 17 years old , Mumbai +173 more"
200,Tecnimont,3.8,"Engineering & Construction , 1k-5k Employees , 19 years old , Mumbai +31 more"
201,Edubridge Learning,4.1,"EdTech , 501-1k Employees , 15 years old , Mumbai +61 more"
202,Parle Products,4.0,"Food Processing , 1k-5k Employees , 95 years old , Mumbai +187 more"
203,Sharekhan,4.0,"Financial Services , 1k-5k Employees , Public , 24 years old , Mumbai +108 more"
204,Vfs Global Services,3.7,"BPO , 1k-5k Employees , 23 years old , Mumbai +25 more"
205,Medikabazaar,4.7,"Medical Equipment , 501-1k Employees , Startup , 10 years old , Mumbai +28 more"
206,Kokilaben Dhirubhai Ambani Hospital,3.9,"Healthcare , 1k-5k Employees , 15 years old , Mumbai +17 more"
207,Maersk,4.3,"Logistics , 10k-50k Employees , 120 years old , Mumbai +36 more"
208,Wipro Infotech,4.0,"IT Services & Consulting , 1 Lakh+ Employees (Global) , MNC , 79 years old , Mumbai +118 more"
209,Trent,4.1,"Retail , 10k-50k Employees , Public , 26 years old , Mumbai +110 more"
210,LEAD School,3.3,"EdTech , 1k-5k Employees , Indian Unicorn , 11 years old , Mumbai +87 more"
211,Paytm,3.5,"FinTech , 10k-50k Employees , Public , 14 years old , Mumbai +327 more"
212,FIS,3.9,"FinTech , 10k-50k Employees , 56 years old , Mumbai +43 more"
213,Mazagon Dock,4.3,"1k-5k Employees , Fortune India 500 , 90 years old , Mumbai +8 more"
214,ICICI Securities,3.8,"Financial Services , 1k-5k Employees , Public , 29 years old , Mumbai +122 more"
215,Aarti Industries,4.2,"Agro Chemicals , 5k-10k Employees , Public , 49 years old , Mumbai +43 more"
216,Team Computers,3.7,"IT Services & Consulting , 1k-5k Employees , 37 years old , Mumbai +86 more"
217,Kalpataru Power Transmission,4.2,"Engineering & Construction , 1k-5k Employees , Public , 43 years old , Mumbai +208 more"
218,Bureau Veritas,4.0,"Other , 1k-5k Employees , Forbes Global 2000 , 196 years old , Mumbai +114 more"
219,Metropolis Healthcare,4.1,"Healthcare , 1k-5k Employees , Conglomerate , 44 years old , Mumbai +78 more"
220,Mahindra Logistics,4.1,"Logistics , 1k-5k Employees , Public , 24 years old , Mumbai +133 more"
221,Ergode IT Services,3.7,"IT Services & Consulting , 501-1k Employees , 18 years old , Mumbai +8 more"
222,AQM Technologies,3.4,"IT Services & Consulting , 1k-5k Employees , 24 years old , Mumbai +9 more"
223,Burns & McDonnell,4.4,"Engineering & Construction , 501-1k Employees , 126 years old , Mumbai +4 more"
224,Raymond,4.1,"Fashion & Textile , 5k-10k Employees , Public , 99 years old , Mumbai +128 more"
225,HDFC Securities,3.7,"Financial Services , 1k-5k Employees , Public , 24 years old , Mumbai +158 more"
226,Parle Agro,3.1,"Beverage , 5k-10k Employees , 40 years old , Mumbai +195 more"
227,DHL Supply Chain,4.3,"Logistics , 1k-5k Employees , 55 years old , Mumbai +79 more"
228,Jaro Education,2.6,"EdTech , 1k-5k Employees , 15 years old , Mumbai +18 more"
229,Viraj Profiles,3.9,"Iron & Steel , 1k-5k Employees , 24 years old , Mumbai +21 more"
230,Godrej Infotech,4.2,"IT Services & Consulting , 501-1k Employees , 25 years old , Mumbai +18 more"
231,Bank of Baroda,3.6,"Banking , 50k-1 Lakh Employees , Fortune India 500 , 116 years old , Mumbai +242 more"
232,Mahindra Finance,4.3,"NBFC , 10k-50k Employees , Public , 33 years old , Mumbai +632 more"
233,CMA CGM,4.0,"Ports & Shipping , 501-1k Employees , 46 years old , Mumbai +24 more"
234,Reliance General Insurance,3.9,"Insurance , 5k-10k Employees , 24 years old , Mumbai +167 more"
235,Fynd,3.6,"Internet , 501-1k Employees , Public , 12 years old , Mumbai +9 more"
236,MITS GLOBAL CONSULTING,4.6,"Recruitment , 201-500 Employees , Mumbai +9 more"
237,McDonald's,4.2,"Hospitality , 1k-5k Employees , Forbes Global 2000 , 69 years old , Mumbai +138 more"
238,L&T Energy Hydrocarbon,3.9,"Engineering & Construction , 5k-10k Employees , 15 years old , Mumbai +70 more"
239,Mswipe Technologies,3.2,"FinTech , 1k-5k Employees , 13 years old , Mumbai +80 more"
240,IDBI Bank,3.7,"Banking , 10k-50k Employees , Public , 60 years old , Mumbai +267 more"
241,Royal Caribbean International,3.5,"Sports & Recreation , 501-1k Employees , Public , 55 years old , Mumbai +18 more"
242,Aditya Birla Sun Life Insurance,4.2,"Insurance , 10k-50k Employees , 24 years old , Mumbai +374 more"
243,Max Life Insurance,4.2,"Insurance , 10k-50k Employees , 24 years old , Mumbai +402 more"
244,AXIS MY INDIA,4.0,"Analytics & KPO , 51-200 Employees , 26 years old , Mumbai +15 more"
245,Hindustan Petroleum,4.3,"Oil & Gas , 5k-10k Employees , Central , 50 years old , Mumbai +199 more"
246,Caratlane Trading,4.3,"Retail , 1k-5k Employees , 16 years old , Mumbai +55 more"
247,Credit Suisse,4.3,"Financial Services , 10k-50k Employees , 168 years old , Mumbai +10 more"
248,Delhivery,4.0,"Logistics , 10k-50k Employees , Fortune India 500 , 13 years old , Mumbai +632 more"
249,SBI Securities,3.9,"Financial Services , 5k-10k Employees , 18 years old , Mumbai +225 more"
250,Indiabulls Home Loans,3.9,"NBFC , 5k-10k Employees , Public , 19 years old , Mumbai +190 more"
251,Datamatics Business Solutions,3.4,"Management Consulting , 1k-5k Employees , Public , 42 years old , Mumbai +10 more"
252,Harjai Computers,3.9,"Recruitment , 201-500 Employees , 29 years old , Mumbai +11 more"
253,DHL Global Forwarding,4.2,"Logistics , 501-1k Employees , 209 years old , Mumbai +20 more"
254,Zycus Infotech,3.3,"Software Product , 1k-5k Employees , 23 years old , Mumbai +7 more"
255,National Stock Exchange of India,3.7,"Financial Services , 1k-5k Employees , Fortune India 500 , 32 years old , Mumbai +30 more"
256,K Raheja Corp,4.3,"Real Estate , 1k-5k Employees , 68 years old , Mumbai +16 more"
257,BA Continuum,4.3,"NBFC , 1k-5k Employees , 21 years old , Mumbai +15 more"
258,Go First,3.7,"Aviation , 1k-5k Employees , Public , 19 years old , Mumbai +34 more"
259,Best Sellers,4.2,"Fashion & Textile , 501-1k Employees , 49 years old , Mumbai +80 more"
260,Bajaj Allianz Life Insurance,4.1,"Insurance , 10k-50k Employees , 23 years old , Mumbai +504 more"
261,Worley,4.1,"Engineering & Construction , 5k-10k Employees , 53 years old , Mumbai +44 more"
262,JM Financial,3.8,"Financial Services , 1k-5k Employees , Public , 40 years old , Mumbai +59 more"
263,IIT Bombay,4.6,"Education & Training , 501-1k Employees , Public , 66 years old , Mumbai +10 more"
264,Carnival Cruise Lines,4.5,"Sports & Recreation , 1k-5k Employees , Public , 52 years old , Mumbai +26 more"
